gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,specialTeamsResult,kickerId,returnerId,kickBlockerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,passResult,kickLength,kickReturnYardage,playResult,absoluteYardlineNumber
2018090900,4325,"(3:02) (Punt formation) C.Bojorquez punts 43 yards to BAL 10, Center-R.Ferguson, fair catch by J.Grant.",4,4,12,BUF,Fair Catch,46903.0,46532,,BUF,47,03:02:00,,,,47,3,,43.0,,43,63
2018090900,4464,"(1:36) (Punt formation) S.Koch punts 54 yards to BUF 29, Center-M.Cox, out of bounds.",4,4,3,BAL,Out of Bounds,31018.0,,,BAL,17,01:36:00,,,,47,3,,54.0,,54,27
2018090901,118,"(13:35) (Punt formation) J.Berry punts 31 yards to CLE 36, Center-K.Canaday, out of bounds.",1,4,2,PIT,Out of Bounds,42333.0,,,PIT,33,13:35:00,,,,0,0,,31.0,,31,43
2018090901,313,"(10:11) (Punt formation) B.Colquitt punts 48 yards to end zone, Center-C.Hughlett, Touchback.",1,4,6,CLE,Touchback,34723.0,,,PIT,48,10:11:00,,,,0,0,,48.0,,28,58
2018090901,474,"(7:51) J.Berry punts 43 yards to CLE 14, Center-K.Canaday, downed by PIT-C.Sutton.",1,4,9,PIT,Downed,42333.0,,,PIT,43,07:51:00,,,,0,0,,43.0,,43,53
2018090901,588,"(6:34) (Punt formation) B.Colquitt punts 47 yards to PIT 28, Center-C.Hughlett. R.Switzer to 50 for 22 yards (B.Boddy-Calhoun).",1,4,9,CLE,Return,34723.0,44946,,CLE,25,06:34:00,,,,0,0,,47.0,22.0,25,85
2018090901,887,"(2:07) (Punt formation) B.Colquitt punts 52 yards to PIT 22, Center-C.Hughlett. R.Switzer to CLE 44 for 34 yards (N.Chubb). PENALTY on PIT-D.Heyward-Bey, Offensive Holding, 10 yards, enforced at PIT 22. Penalty on PIT-R.Nix, Offensive Holding, declined.",1,4,10,CLE,Return,34723.0,44946,,CLE,26,02:07:00,OH;OH,PIT 88;PIT 45,10.0,0,0,,52.0,0.0,62,84
2018090901,1491,"(7:39) B.Colquitt punts 39 yards to PIT 8, Center-C.Hughlett. R.Switzer to PIT 12 for 4 yards (D.Rice).",2,4,20,CLE,Return,34723.0,44946,,PIT,47,07:39:00,,,,0,7,,39.0,4.0,35,63
2018090901,1723,"(2:43) B.Colquitt punts 37 yards to PIT 9, Center-C.Hughlett, downed by CLE-T.Carrie.",2,4,10,CLE,Downed,34723.0,,,PIT,46,02:43:00,,,,0,7,,37.0,,37,64
2018090901,2632,"(6:18) (Punt formation) B.Colquitt punts 45 yards to PIT 41, Center-C.Hughlett. R.Switzer to CLE 39 for 20 yards (D.Kindred).",3,4,17,CLE,Return,34723.0,44946,,CLE,14,06:18:00,,,,7,14,,45.0,20.0,25,96
2018090901,2907,"(3:35) (Punt formation) B.Colquitt punts 33 yards to PIT 14, Center-C.Hughlett, fair catch by R.Switzer.",3,4,10,CLE,Fair Catch,34723.0,44946,,PIT,47,03:35:00,,,,7,21,,33.0,,33,57
2018090901,3215,"(12:15) J.Berry punts 22 yards to CLE 12, Center-K.Canaday, fair catch by J.Peppers.",4,4,6,PIT,Fair Catch,42333.0,44837,,CLE,34,12:15:00,,,,7,21,,22.0,,22,44
2018090901,3349,"(10:58) B.Colquitt punts 57 yards to PIT 14, Center-C.Hughlett, out of bounds.",4,4,11,CLE,Out of Bounds,34723.0,,,CLE,29,10:58:00,,,,7,21,,57.0,,57,39
2018090901,3463,"(8:52) J.Berry punts 36 yards to PIT 47, Center-K.Canaday, downed by PIT-S.Davis. Pittsburgh challenged the kick downed ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1 at 08:42.)",4,4,13,PIT,Downed,42333.0,,,PIT,11,08:52:00,,,,7,21,,36.0,,36,99
2018090901,3960,"(5:22) B.Colquitt punts 34 yards to PIT 5, Center-C.Hughlett, out of bounds.",4,4,12,CLE,Out of Bounds,34723.0,,,PIT,39,05:22:00,,,,14,21,,34.0,,34,71
2018090901,4136,"(2:20) J.Berry punts 51 yards to CLE 30, Center-K.Canaday. J.Peppers to CLE 45 for 15 yards (J.Dangerfield).",4,4,8,PIT,Return,42333.0,44837,,PIT,19,02:20:00,,,,14,21,,51.0,15.0,36,91
2018090901,4352,"(1:37) J.Berry punts 39 yards to CLE 29, Center-K.Canaday, fair catch by J.Peppers.",4,4,9,PIT,Fair Catch,42333.0,44837,,PIT,32,01:37:00,,,,21,21,,39.0,,39,78
2018090901,4648,"(8:50) B.Colquitt punts 49 yards to PIT 17, Center-C.Hughlett, fair catch by R.Switzer.",5,4,1,CLE,Fair Catch,34723.0,44946,,CLE,34,08:50:00,,,,21,21,,49.0,,49,44
2018090901,4833,"(5:37) J.Berry punts 53 yards to CLE 19, Center-K.Canaday, fair catch by J.Peppers.",5,4,20,PIT,Fair Catch,42333.0,44837,,PIT,28,05:37:00,,,,21,21,,53.0,,53,82
2018090901,4965,"(4:35) B.Colquitt punts 29 yards to PIT 45, Center-C.Hughlett, out of bounds.",5,4,3,CLE,Out of Bounds,34723.0,,,CLE,26,04:35:00,,,,21,21,,29.0,,29,36
2018090902,2228,"(13:43) R.Sanchez punts 49 yards to CIN 34, Center-L.Rhodes. A.Erickson to CIN 33 for -1 yards (Z.Franklin, C.Milton).",3,4,18,IND,Return,45153.0,43663,,IND,17,13:43:00,,,,16,10,,49.0,-1.0,50,93
2018090902,2340,"(11:42) K.Huber punts 50 yards to IND 25, Center-C.Harris, downed by CIN. PENALTY on CIN-B.Wilson, Kick Catch Interference, 15 yards, enforced at IND 25.",3,4,18,CIN,Downed,34593.0,,,CIN,25,11:42:00,KCI,CIN 40,-15.0,16,10,,50.0,,35,35
2018090902,3547,"(10:01) R.Sanchez punts 46 yards to CIN 21, Center-L.Rhodes, fair catch by A.Erickson.",4,4,2,IND,Fair Catch,45153.0,43663,,IND,33,10:01:00,,,,23,24,,46.0,,46,43
2018090903,407,"(7:46) (Punt formation) M.Haack punts 62 yards to end zone, Center-J.Denney, Touchback.",1,4,4,MIA,Touchback,45296.0,,,MIA,38,07:46:00,,,,0,3,,62.0,,42,72
2018090903,1257,"(8:17) (Punt formation) B.Kern punts 40 yards to MIA 15, Center-B.Brinkley, out of bounds.",2,4,3,TEN,Out of Bounds,33338.0,,,TEN,45,08:17:00,,,,7,3,,40.0,,40,65
2018090903,1844,"(:30) (Punt formation) B.Kern punts 55 yards to MIA 18, Center-B.Brinkley. J.Grant to MIA 17 for -1 yards (D.Fluellen).",2,4,9,TEN,Return,33338.0,43475,,TEN,27,00:30:00,,,,7,3,,55.0,-1.0,56,83
2018090903,1993,"(13:45) (Punt formation) M.Haack punts 45 yards to TEN 23, Center-J.Denney. A.Jackson to TEN 49 for 26 yards (B.Bolden). TEN-A.Jackson was injured during the play. His return is Questionable.",3,4,3,MIA,Return,45296.0,44830,,MIA,32,13:45:00,,,,7,3,,45.0,26.0,19,78
2018090903,2094,"(12:10) (Punt formation) B.Kern punts 35 yards to MIA 10, Center-B.Brinkley, fair catch by D.Amendola.",3,4,4,TEN,Fair Catch,33338.0,33566,,MIA,45,12:10:00,,,,7,3,,35.0,,35,65
2018090903,2176,"(10:09) (Punt formation) M.Haack punts 65 yards to TEN 17, Center-D.Smythe. R.Matthews to TEN 35 for 18 yards (W.Aikens).",3,4,2,MIA,Return,45296.0,38757,,MIA,18,10:09:00,,,,7,3,,65.0,18.0,47,92
2018090903,3163,"(11:45) (Punt formation) B.Kern punts 49 yards to MIA 9, Center-B.Brinkley. D.Amendola ran ob at MIA 11 for 2 yards (D.Cruikshank).",4,4,6,TEN,Return,33338.0,33566,,TEN,42,11:45:00,,,,17,10,,49.0,2.0,47,68
2018090903,3982,"(1:15) (Punt formation) M.Haack punts 43 yards to end zone, Center-J.Denney, Touchback.",4,4,10,MIA,Touchback,45296.0,,,TEN,43,01:15:00,,,,27,17,,43.0,,23,67
2018090905,114,"(13:13) R.Allen punts 45 yards to HOU 22, Center-J.Cardona, downed by NE-N.Ebner.",1,4,2,NE,Downed,40437.0,,,NE,33,13:13:00,,,,0,0,,45.0,,45,43
2018090905,359,"(10:28) T.Daniel punts 36 yards to NE 33, Center-J.Weeks, out of bounds.",1,4,6,HOU,Out of Bounds,46810.0,,,HOU,31,10:28:00,,,,7,0,,36.0,,36,79
2018090905,497,"(7:58) R.Allen punts 40 yards to HOU 9, Center-J.Cardona, fair catch by T.Ervin.",1,4,3,NE,Fair Catch,40437.0,43408,,HOU,49,07:58:00,,,,7,0,,40.0,,40,61
2018090905,1555,"(7:17) R.Allen punts 47 yards to HOU 23, Center-J.Cardona. T.Ervin to HOU 34 for 11 yards (J.Jones).",2,4,10,NE,Return,40437.0,43408,,NE,30,07:17:00,,,,14,6,,47.0,11.0,36,80
2018090905,1735,"(4:34) R.Allen punts 40 yards to HOU 34, Center-J.Cardona, downed by NE-R.Burkhead.",2,4,4,NE,Downed,40437.0,,,NE,26,04:34:00,,,,14,6,,40.0,,40,84
2018090905,1992,"(1:39) T.Daniel punts 30 yards to NE 22, Center-J.Weeks, downed by HOU-J.Weeks. NE 33-Hill partially blocked punt.",2,4,7,HOU,Downed,46810.0,,,HOU,48,01:39:00,,,,14,6,,30.0,,30,58
2018090905,2393,"(13:00) T.Daniel punts 42 yards to NE 21, Center-J.Weeks, fair catch by R.McCarron.",3,4,1,HOU,Fair Catch,46810.0,45651,,HOU,37,13:00:00,,,,21,6,,42.0,,42,73
2018090905,3669,"(7:15) T.Daniel punts 37 yards to NE 12, Center-J.Weeks, fair catch by R.McCarron.",4,4,9,HOU,Fair Catch,46810.0,45651,,NE,49,07:15:00,,,,27,13,,37.0,,37,61
2018090905,3749,"(5:27) R.Allen punts 55 yards to HOU 25, Center-J.Cardona. T.Ervin to HOU 34 for 9 yards (N.Ebner).",4,4,2,NE,Return,40437.0,43408,,NE,20,05:27:00,,,,27,13,,55.0,9.0,46,90
2018090905,3844,"(4:41) T.Daniel punts 47 yards to NE 17, Center-J.Weeks. R.McCarron MUFFS catch, RECOVERED by HOU-J.Bademosi at NE 16. J.Bademosi to NE 16 for no gain (J.Jones).",4,4,8,HOU,Muffed,46810.0,45651,,HOU,36,04:41:00,,,,27,13,,48.0,,48,46
2018090905,4311,"(:51) R.Allen punts 54 yards to HOU 1, Center-J.Cardona, downed by NE-J.Jones.",4,4,2,NE,Downed,40437.0,,,NE,45,00:51:00,,,,27,20,,54.0,,54,65
2018090906,1373,"(9:51) T.Morstead punts 56 yards to TB 20, Center-Z.Wood. D.Jackson to TB 22 for 2 yards (C.Banjo).",2,4,11,NO,Return,34615.0,33130,,NO,24,09:51:00,,,,17,17,,56.0,2.0,54,34
2018090906,2681,"(9:21) T.Morstead punts 42 yards to TB 24, Center-Z.Wood. A.Humphries to TB 25 for 1 yard (J.Hardee).",3,4,1,NO,Return,34615.0,43010,,NO,34,09:21:00,,,,24,34,,42.0,1.0,41,44
2018090906,2776,"(7:42) B.Anger punts 42 yards to NO 24, Center-G.Sanborn. T.Lewis to NO 24 for no gain (R.Smith). PENALTY on NO-C.Robertson, Offensive Holding, 10 yards, enforced at NO 24.",3,4,1,TB,Return,38600.0,43948,,TB,34,07:42:00,OH,NO 52,10.0,24,34,,42.0,0.0,52,76
2018090906,2947,"(5:18) T.Morstead punts 58 yards to TB 10, Center-Z.Wood. A.Humphries ran ob at TB 26 for 16 yards (C.Banjo).",3,4,3,NO,Return,34615.0,43010,,NO,32,05:18:00,,,,24,34,,58.0,16.0,42,42
2018090907,522,"(7:18) R.Dixon punts 48 yards to JAX 35, Center-Z.DeOssie, downed by NYG-N.Stupar.",1,4,7,NYG,Downed,43517.0,,,NYG,17,07:18:00,,,,0,3,,48.0,,48,27
2018090907,1340,"(5:27) R.Dixon punts 31 yards to JAX 43, Center-Z.DeOssie, out of bounds.",2,4,9,NYG,Out of Bounds,43517.0,,,NYG,26,05:27:00,,,,3,6,,31.0,,31,84
2018090907,2357,"(7:50) L.Cooke punts 30 yards to JAX 46, Center-C.Tinker, out of bounds.",3,4,19,JAX,Out of Bounds,46316.0,,,JAX,16,07:50:00,,,,9,13,,30.0,,30,94
2018090907,2578,"(5:07) L.Cooke punts 37 yards to NYG 11, Center-C.Tinker, downed by JAX-T.Herndon.",3,4,8,JAX,Downed,46316.0,,,NYG,48,05:07:00,,,,9,13,,37.0,,37,58
2018090907,2708,"(3:39) R.Dixon punts 55 yards to JAX 20, Center-Z.DeOssie. J.Mickens to JAX 16 for -4 yards (C.Riley). PENALTY on JAX-B.Brown, Illegal Block Above the Waist, 8 yards, enforced at JAX 16. Officially, a return for 0 yards.",3,4,10,NYG,Return,43517.0,44029,,NYG,25,03:39:00,IBW,JAX 53,8.0,9,13,,55.0,0.0,67,35
2018090907,2877,"(1:24) L.Cooke punts 29 yards to NYG 15, Center-C.Tinker, out of bounds.",3,4,3,JAX,Out of Bounds,46316.0,,,NYG,44,01:24:00,,,,9,13,,29.0,,29,54
2018090907,3105,"(13:55) R.Dixon punts 59 yards to end zone, Center-Z.DeOssie, Touchback.",4,4,7,NYG,Touchback,43517.0,,,NYG,41,13:55:00,,,,9,13,,59.0,,39,69
2018090907,3215,"(12:20) L.Cooke punts 36 yards to NYG 27, Center-C.Tinker, fair catch by K.Clay.",4,4,7,JAX,Fair Catch,46316.0,42527,,JAX,37,12:20:00,,,,9,13,,36.0,,36,47
2018090907,3497,"(9:18) L.Cooke punts 44 yards to NYG 27, Center-C.Tinker. K.Clay to NYG 26 for -1 yards (D.Chark).",4,4,6,JAX,Return,46316.0,42527,,JAX,29,09:18:00,,,,15,20,,44.0,-1.0,45,39
2018090907,3618,"(7:04) R.Dixon punts 54 yards to JAX 15, Center-Z.DeOssie. J.Mickens to JAX 25 for 10 yards (K.Wynn).",4,4,5,NYG,Return,43517.0,44029,,NYG,31,07:04:00,,,,15,20,,54.0,10.0,44,79
2018090907,3801,"(4:20) L.Cooke punts 47 yards to NYG 14, Center-C.Tinker. K.Clay pushed ob at NYG 19 for 5 yards (N.Paul).",4,4,7,JAX,Return,46316.0,42527,,JAX,39,04:20:00,,,,15,20,,47.0,5.0,42,49
2018090907,4113,"(:54) (Punt formation) L.Cooke punts 41 yards to NYG 19, Center-C.Tinker. K.Clay MUFFS catch, RECOVERED by JAX-D.Payne at NYG 21. D.Payne to NYG 21 for no gain (K.Clay).",4,4,6,JAX,Muffed,46316.0,42527,,JAX,40,00:54:00,,,,15,20,,41.0,,39,50
2018090909,309,"(10:22) T.Way punts 38 yards to ARI 8, Center-N.Sundberg, fair catch by C.Kirk.",1,4,26,WAS,Fair Catch,40600.0,46116,,ARI,46,10:22:00,,,,0,0,,38.0,,38,56
2018090909,501,"(5:57) A.Lee punts 60 yards to end zone, Center-A.Brewer, Touchback.",1,4,1,ARI,Touchback,29141.0,,,ARI,40,05:57:00,,,,0,0,,60.0,,40,50
2018090909,918,"(13:27) A.Lee punts 57 yards to WAS 15, Center-A.Brewer. T.Quinn to WAS 27 for 12 yards (D.Coleman).",2,4,7,ARI,Return,29141.0,46325,,ARI,28,13:27:00,,,,0,7,,57.0,12.0,45,82
2018090909,1416,"(3:27) A.Lee punts 56 yards to WAS 17, Center-A.Brewer, fair catch by T.Quinn. PENALTY on WAS-R.Kelley, Offensive Holding, 9 yards, enforced at WAS 17.",2,4,8,ARI,Fair Catch,29141.0,46325,,ARI,27,03:27:00,OH,WAS 20,9.0,0,14,,56.0,,65,83
2018090909,1990,"(12:59) A.Lee punts 33 yards to WAS 8, Center-A.Brewer, fair catch by T.Quinn.",3,4,3,ARI,Fair Catch,29141.0,46325,,WAS,41,12:59:00,,,,0,21,,33.0,,33,51
2018090909,2106,"(12:20) T.Way punts 55 yards to ARI 41, Center-N.Sundberg. C.Kirk to ARI 42 for 1 yard (J.Harvey-Clemons). PENALTY on ARI-T.Boston, Offensive Holding, 10 yards, enforced at ARI 41.",3,4,14,WAS,Return,40600.0,46116,,WAS,4,12:20:00,OH,ARI 33,10.0,0,21,,55.0,0.0,65,14
2018090909,2247,"(11:18) A.Lee punts 57 yards to WAS 13, Center-A.Brewer. T.Quinn to WAS 25 for 12 yards (B.Benwikere). WAS-T.Quinn was injured during the play.  Penalty on WAS-T.Apke, Illegal Block Above the Waist, declined. PENALTY on WAS-F.Moreau, Unnecessary Roughness, 5 yards, enforced at WAS 13.",3,4,11,ARI,Return,29141.0,46325,,ARI,30,11:18:00,IBW;UNR,WAS 30;WAS 31,5.0,0,21,,57.0,0.0,62,80
2018090909,2663,"(4:27) T.Way punts 34 yards to ARI 15, Center-N.Sundberg, fair catch by C.Kirk.",3,4,15,WAS,Fair Catch,40600.0,46116,,ARI,49,04:27:00,,,,0,21,,34.0,,34,61
2018090909,3706,"(4:48) T.Way punts 59 yards to ARI 30, Center-N.Sundberg. C.Kirk to WAS 26 for 44 yards (T.Apke).",4,4,5,WAS,Return,40600.0,46116,,WAS,11,04:48:00,,,,6,24,,59.0,44.0,15,99
2018090910,172,"(12:26) C.Jones punts 55 yards to CAR 32, Center-L.Ladouceur, fair catch by D.Byrd.",1,4,22,DAL,Fair Catch,38138.0,42899,,DAL,13,12:26:00,,,,0,0,,55.0,,55,23
2018090910,700,"(2:24) C.Jones punts 51 yards to CAR 4, Center-L.Ladouceur. D.Byrd to CAR 18 for 14 yards (J.Thomas).",1,4,4,DAL,Return,38138.0,42899,,DAL,45,02:24:00,,,,0,0,,51.0,14.0,37,55
2018090910,966,"(14:08) M.Palardy punts 33 yards to DAL 14, Center-J.Jansen, fair catch by C.Beasley.",2,4,10,CAR,Fair Catch,42098.0,38947,,DAL,47,14:08:00,,,,0,0,,33.0,,33,63
2018090910,1047,"(12:33) C.Jones punts 51 yards to CAR 35, Center-L.Ladouceur. D.Byrd to DAL 35 for 30 yards (R.Smith).",2,4,10,DAL,Return,38138.0,42899,,DAL,14,12:33:00,,,,0,0,,51.0,30.0,21,96
2018090910,1329,"(7:20) C.Jones punts 49 yards to CAR 27, Center-L.Ladouceur. D.Byrd to CAR 30 for 3 yards (J.Thomas; L.Ladouceur).",2,4,11,DAL,Return,38138.0,42899,,DAL,24,07:20:00,,,,7,0,,49.0,3.0,46,86
2018090910,1448,"(5:49) M.Palardy punts 50 yards to DAL 17, Center-J.Jansen, fair catch by T.Austin.",2,4,7,CAR,Fair Catch,42098.0,39954,,CAR,33,05:49:00,,,,7,0,,50.0,,50,43
2018090910,1582,"(2:55) C.Jones punts 56 yards to CAR 8, Center-L.Ladouceur. D.Moore to CAR 23 for 15 yards (J.Olawale; K.Frazier). PENALTY on DAL-A.Brown, Unsportsmanlike Conduct, 15 yards, enforced at CAR 23.",2,4,7,DAL,Return,38138.0,46093,,DAL,36,02:55:00,UNS,DAL 30,-15.0,7,0,,56.0,15.0,26,74
2018090910,2269,"(11:54) M.Palardy punts 50 yards to DAL 8, Center-J.Jansen, fair catch by T.Austin.",3,4,21,CAR,Fair Catch,42098.0,39954,,CAR,42,11:54:00,,,,10,0,,50.0,,50,52
2018090910,2467,"(8:23) C.Jones punts 31 yards to CAR 15, Center-L.Ladouceur, fair catch by D.Moore.",3,4,3,DAL,Fair Catch,38138.0,46093,,CAR,46,08:23:00,,,,10,0,,31.0,,31,56
2018090910,2550,"(6:48) M.Palardy punts 50 yards to DAL 30, Center-J.Jansen. T.Austin pushed ob at DAL 45 for 15 yards (I.Thomas).",3,4,5,CAR,Return,42098.0,39954,,CAR,20,06:48:00,,,,10,0,,50.0,15.0,35,30
2018090910,3477,"(5:04) M.Palardy punts 52 yards to DAL 23, Center-J.Jansen. T.Austin pushed ob at DAL 21 for -2 yards (J.Norris).",4,4,21,CAR,Return,42098.0,39954,,CAR,25,05:04:00,,,,16,8,,52.0,-2.0,54,85
2018090910,3866,"(2:00) M.Palardy punts 52 yards to end zone, Center-J.Jansen, Touchback.",4,4,10,CAR,Touchback,42098.0,,,CAR,48,02:00:00,,,,16,8,,52.0,,32,62
2018090912,170,"(13:22) J.Scott punts 39 yards to CHI 24, Center-H.Bradley, out of bounds. PENALTY on CHI-J.Bellamy, Offensive Holding, 10 yards, enforced at CHI 24.",1,4,10,GB,Out of Bounds,46241.0,,,GB,37,13:22:00,OH,CHI 15,10.0,0,0,,39.0,,49,47
2018090912,583,"(4:25) J.Scott punts 44 yards to CHI 29, Center-H.Bradley. T.Cohen to CHI 32 for 3 yards (J.Whitehead).",1,4,8,GB,Return,46241.0,44932,,GB,27,04:25:00,,,,0,7,,44.0,3.0,41,37
2018090912,943,"(12:56) J.Scott punts 51 yards to CHI 15, Center-H.Bradley, fair catch by T.Cohen.",2,4,1,GB,Fair Catch,46241.0,44932,,GB,34,12:56:00,,,,0,10,,51.0,,51,76
2018090912,1055,"(10:25) P.O'Donnell punts 63 yards to GB 18, Center-P.Scales. R.Cobb to GB 35 for 17 yards (B.Cunningham).",2,4,6,CHI,Return,41420.0,37139,,CHI,19,10:25:00,,,,0,10,,63.0,17.0,46,29
2018090912,1149,"(9:05) J.Scott punts 58 yards to CHI 15, Center-H.Bradley. T.Cohen pushed ob at GB 43 for 42 yards (H.Bradley).",2,4,18,GB,Return,46241.0,44932,,GB,27,09:05:00,,,,0,10,,58.0,42.0,16,83
