gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,specialTeamsResult,kickerId,returnerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,kickLength,kickReturnYardage,playResult,absoluteYardlineNumber
2018090900,988,"J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",1,0,0,BAL,Touchback,39470.0,,BAL,35,01:32:00,,,,14,0,75.0,,40,45
2018090900,1245,"J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",2,0,0,BAL,Touchback,39470.0,,BAL,35,13:14:00,,,,17,0,75.0,,40,75
2018090900,1992,J.Tucker kicks 65 yards from BAL 35 to BUF 0. M.Murphy to BUF 25 for 25 yards (T.Williams).,2,0,0,BAL,Return,39470.0,42573,BAL,35,04:16:00,,,,20,0,65.0,25.0,40,75
2018090900,2416,"J.Tucker kicks 61 yards from BAL 35 to BUF 4. M.Murphy to BUF 40 for 36 yards (C.Clark). PENALTY on BAL, Illegal Formation, 5 yards, enforced at BUF 40.",2,0,0,BAL,Return,39470.0,42573,BAL,35,00:13:00,ILF,BAL,-5.0,26,0,61.0,36.0,20,75
2018090900,2493,"J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",3,0,0,BAL,Touchback,39470.0,,BAL,35,15:00:00,,,,26,0,75.0,,40,75
2018090900,2777,J.Tucker kicks 65 yards from BAL 35 to BUF 0. M.Murphy to BUF 27 for 27 yards (A.Levine).,3,0,0,BAL,Return,39470.0,42573,BAL,35,12:28:00,,,,33,0,65.0,27.0,38,75
2018090900,2915,"J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",3,0,0,BAL,Touchback,39470.0,,BAL,35,11:22:00,,,,40,0,68.0,,40,75
2018090900,3491,"S.Hauschka kicks 65 yards from BUF 35 to end zone, Touchback.",3,0,0,BUF,Touchback,33469.0,,BUF,35,02:38:00,,,,40,3,75.0,,40,45
2018090900,4236,J.Tucker kicks 65 yards from BAL 35 to BUF 00. M.Murphy to BUF 49 for 49 yards (A.Averett).,4,0,0,BAL,Return,39470.0,42573,BAL,35,03:52:00,,,,47,3,65.0,49.0,16,45
2018090901,36,"Z.Gonzalez kicks 65 yards from CLE 35 to end zone, Touchback.",1,0,0,CLE,Touchback,45037.0,,CLE,35,15:00:00,,,,0,0,74.0,,40,75
2018090901,2022,"C.Boswell kicks 65 yards from PIT 35 to CLE 0. J.Peppers to CLE 24 for 24 yards (T.Matakevich). PENALTY on CLE-D.Rice, Illegal Block Above the Waist, 10 yards, enforced at CLE 24.",3,0,0,PIT,Return,41953.0,44837,PIT,35,15:00:00,IBW,CLE 37,10.0,0,7,65.0,24.0,51,45
2018090901,2302,Z.Gonzalez kicks 67 yards from CLE 35 to PIT -2. R.Switzer to PIT 26 for 28 yards (D.Rice).,3,0,0,CLE,Return,45037.0,44946,CLE,35,10:05:00,,,,7,7,67.0,28.0,39,75
2018090901,2489,"C.Boswell kicks 63 yards from PIT 35 to CLE 2. T.Carrie to CLE 16 for 14 yards (T.Matakevich). PENALTY on CLE-O.Charles, Illegal Block Above the Waist, 8 yards, enforced at CLE 16.",3,0,0,PIT,Return,41953.0,41448,PIT,35,08:24:00,IBW,CLE 82,8.0,7,14,63.0,14.0,57,45
2018090901,2735,C.Boswell kicks 47 yards from 50 to CLE 3. A.Callaway to CLE 11 for 8 yards (T.Matakevich).,3,0,0,PIT,Return,41953.0,46174,,50,05:23:00,,,,7,21,47.0,8.0,39,60
2018090901,3815,Z.Gonzalez kicks 51 yards from CLE 35 to PIT 14. R.Switzer to PIT 28 for 14 yards (O.Charles).,4,0,0,CLE,Return,45037.0,44946,CLE,35,07:32:00,,,,14,21,51.0,14.0,37,45
2018090901,4245,Z.Gonzalez kicks 61 yards from CLE 35 to PIT 4. R.Switzer to PIT 31 for 27 yards (D.Randall).,4,0,0,CLE,Return,45037.0,44946,CLE,35,01:58:00,,,,21,21,61.0,27.0,34,45
2018090901,4560,"C.Boswell kicks 65 yards from PIT 35 to end zone, Touchback.",5,0,0,PIT,Touchback,41953.0,,PIT,35,10:00:00,,,,21,21,75.0,,40,75
2018090902,36,R.Sanchez kicks 63 yards from IND 35 to CIN 2. A.Erickson to CIN 30 for 28 yards (M.Farley; K.Moore II).,1,0,0,IND,Return,45153.0,43663,IND,35,15:00:00,,,,0,0,63.0,28.0,35,75
2018090902,413,"R.Bullock kicks 65 yards from CIN 35 to end zone, Touchback.",1,0,0,CIN,Touchback,38691.0,,CIN,35,08:20:00,,,,0,3,73.0,,40,45
2018090902,776,"R.Sanchez kicks 65 yards from IND 35 to end zone, Touchback.",1,0,0,IND,Touchback,45153.0,,IND,35,01:23:00,,,,3,3,75.0,,40,75
2018090902,1126,"R.Sanchez kicks 65 yards from IND 35 to end zone, Touchback.",2,0,0,IND,Touchback,45153.0,,IND,35,12:02:00,,,,10,3,70.0,,40,45
2018090902,1593,"R.Sanchez kicks 65 yards from IND 35 to end zone, Touchback.",2,0,0,IND,Touchback,45153.0,,IND,35,03:01:00,,,,13,3,70.0,,40,45
2018090902,1793,"R.Bullock kicks 69 yards from CIN 35 to IND -4. Z.Pascal to IND 24 for 28 yards (T.Carson, T.McRae).",2,0,0,CIN,Return,38691.0,45102,CIN,35,01:44:00,,,,13,10,69.0,28.0,41,75
2018090902,2103,R.Sanchez kicks 37 yards from IND 35 to CIN 28. G.Bernard to CIN 42 for 14 yards (C.Moore).,2,0,0,IND,Return,45153.0,39985,IND,35,00:02:00,,,,16,10,37.0,14.0,23,45
2018090902,2142,"R.Bullock kicks 65 yards from CIN 35 to end zone, Touchback.",3,0,0,CIN,Touchback,38691.0,,CIN,35,15:00:00,,,,16,10,75.0,,40,45
2018090902,2634,"R.Sanchez kicks 50 yards from 50 to end zone, Touchback.",3,0,0,IND,Touchback,45153.0,,,50,08:13:00,,,,23,10,58.0,,25,60
2018090902,2866,"R.Bullock kicks 65 yards from CIN 35 to end zone, Touchback.",3,0,0,CIN,Touchback,38691.0,,CIN,35,04:09:00,,,,23,17,74.0,,40,45
2018090902,3456,"R.Bullock kicks 65 yards from CIN 35 to end zone, Touchback.",4,0,0,CIN,Touchback,38691.0,,CIN,35,11:07:00,,,,23,24,70.0,,40,75
2018090902,3892,"R.Bullock kicks 65 yards from CIN 35 to end zone, Touchback.",4,0,0,CIN,Touchback,38691.0,,CIN,35,03:57:00,,,,23,27,74.0,,40,75
2018090902,4276,"R.Bullock kicks 70 yards from CIN 35 to IND -5. Z.Pascal to IND 21 for 26 yards (T.McRae, D.Phillips).",4,0,0,CIN,Return,38691.0,45102,CIN,35,00:24:00,,,,23,34,70.0,26.0,44,75
2018090903,36,J.Sanders kicks 57 yards from MIA 35 to TEN 8. D.Jennings to TEN 35 for 27 yards (T.McDonald).,1,0,0,MIA,Return,46298.0,42973,MIA,35,15:00:00,,,,0,0,57.0,27.0,30,75
2018090903,259,R.Succop kicks 66 yards from TEN 35 to MIA -1. J.Grant to MIA 22 for 23 yards (A.Wallace; D.Bates).,1,0,0,TEN,Return,34707.0,43475,TEN,35,10:18:00,,,,0,3,66.0,23.0,43,45
2018090903,1110,"J.Sanders kicks 65 yards from MIA 35 to end zone, Touchback.",2,0,0,MIA,Touchback,46298.0,,MIA,35,11:21:00,,,,7,3,73.0,,40,45
2018090903,1907,"Halftime shortened to 3 min 30 sec. due to lightning delay R.Succop kicks 65 yards from TEN 35 to end zone, Touchback.",3,0,0,TEN,Touchback,34707.0,,TEN,35,15:00:00,,,,7,3,70.0,,40,45
2018090903,2680,"J.Sanders kicks 65 yards from MIA 35 to end zone, Touchback.",3,0,0,MIA,Touchback,46298.0,,MIA,35,04:05:00,,,,10,3,73.0,,40,75
2018090903,2956,"R.Succop kicks 67 yards from TEN 35 to MIA -2. J.Grant for 102 yards, TOUCHDOWN.",4,0,0,TEN,Return,34707.0,43475,TEN,35,14:17:00,,,,10,10,67.0,102.0,-35,75
2018090903,2992,"J.Sanders kicks 65 yards from MIA 35 to end zone, Touchback.",4,0,0,MIA,Touchback,46298.0,,MIA,35,14:04:00,,,,17,10,73.0,,40,45
2018090903,3300,"J.Sanders kicks 59 yards from MIA 35 to TEN 6. D.Jennings for 94 yards, TOUCHDOWN.",4,0,0,MIA,Return,46298.0,42973,MIA,35,10:22:00,,,,24,10,59.0,94.0,-35,45
2018090903,3334,"R.Succop kicks 65 yards from TEN 35 to end zone, Touchback.",4,0,0,TEN,Touchback,34707.0,,TEN,35,10:11:00,,,,24,17,75.0,,40,75
2018090903,3713,"J.Sanders kicks 65 yards from MIA 35 to end zone, Touchback.",4,0,0,MIA,Touchback,46298.0,,MIA,35,03:49:00,,,,27,17,75.0,,40,45
2018090903,4162,(Onside Kick formation) D.Bates kicks onside 13 yards from TEN 35 to TEN 48. J.Baker (didn't try to advance) to TEN 48 for no gain (D.Bates).,4,0,0,TEN,Return,40248.0,,TEN,35,00:11:00,,,,27,20,13.0,0.0,13,75
2018090905,36,"K.Fairbairn kicks 65 yards from HOU 35 to end zone, Touchback.",1,0,0,HOU,Touchback,43846.0,,HOU,35,15:00:00,,,,0,0,75.0,,40,75
2018090905,264,S.Gostkowski kicks 66 yards from NE 35 to HOU -1. T.Ervin pushed ob at HOU 27 for 28 yards (B.King).,1,0,0,NE,Return,30932.0,43408,NE,35,11:50:00,,,,7,0,66.0,28.0,38,45
2018090905,867,"K.Fairbairn kicks 65 yards from HOU 35 to end zone, Touchback.",1,0,0,HOU,Touchback,43846.0,,HOU,35,02:33:00,,,,7,3,75.0,,40,75
2018090905,1174,S.Gostkowski kicks 64 yards from NE 35 to HOU 1. T.Ervin pushed ob at HOU 37 for 36 yards (D.McCourty).,2,0,0,NE,Return,30932.0,43408,NE,35,12:38:00,,,,14,3,64.0,36.0,28,75
2018090905,1397,K.Fairbairn kicks 66 yards from HOU 35 to NE -1. C.Patterson to NE 18 for 19 yards (P.Kalambayi).,2,0,0,HOU,Return,43846.0,39975,HOU,35,09:01:00,,,,14,6,66.0,19.0,47,45
2018090905,2229,"S.Gostkowski kicks 65 yards from NE 35 to end zone, Touchback. PENALTY on NE, Illegal Formation, 5 yards, enforced at HOU 25.",2,0,0,NE,Touchback,30932.0,,NE,35,00:14:00,ILF,NE,-5.0,21,6,75.0,,35,75
2018090905,2300,S.Gostkowski kicks 64 yards from NE 35 to HOU 1. T.Ervin to HOU 28 for 27 yards (J.McCourty; E.Roberts).,3,0,0,NE,Return,30932.0,43408,NE,35,15:00:00,,,,21,6,64.0,27.0,37,45
2018090905,2902,S.Gostkowski kicks 66 yards from NE 35 to HOU -1. T.Ervin to HOU 32 for 33 yards (E.Roberts).,3,0,0,NE,Return,30932.0,43408,NE,35,06:02:00,,,,24,6,66.0,33.0,33,45
2018090905,3182,"K.Fairbairn kicks 65 yards from HOU 35 to end zone, Touchback.",3,0,0,HOU,Touchback,43846.0,,HOU,35,01:52:00,,,,24,13,75.0,,40,75
2018090905,3524,S.Gostkowski kicks 66 yards from NE 35 to HOU -1. T.Ervin to HOU 31 for 32 yards (M.Slater; G.Grissom).,4,0,0,NE,Return,30932.0,43408,NE,35,09:48:00,,,,27,13,66.0,32.0,34,75
2018090905,4089,"K.Fairbairn kicks 65 yards from HOU 35 to end zone, Touchback.",4,0,0,HOU,Touchback,43846.0,,HOU,35,02:08:00,,,,27,20,75.0,,40,45
2018090906,36,C.Catanzaro kicks 62 yards from TB 35 to NO 3. T.Lewis to NO 29 for 26 yards (F.Martino).,1,0,0,TB,Return,41736.0,43948,TB,35,15:00:00,,,,0,0,62.0,26.0,36,45
2018090906,256,W.Lutz kicks 62 yards from NO 35 to TB 3. S.Wilson to TB 32 for 29 yards (M.Gillislee).,1,0,0,NO,Return,43689.0,46805,NO,35,11:41:00,,,,7,0,62.0,29.0,33,75
2018090906,399,"C.Catanzaro kicks 65 yards from TB 35 to end zone, Touchback.",1,0,0,TB,Touchback,41736.0,,TB,35,09:41:00,,,,7,7,68.0,,40,45
2018090906,673,"W.Lutz kicks 65 yards from NO 35 to end zone, Touchback.",1,0,0,NO,Touchback,43689.0,,NO,35,04:25:00,,,,10,7,68.0,,40,75
2018090906,846,C.Catanzaro kicks 63 yards from TB 35 to NO 2. T.Lewis to NO 26 for 24 yards (J.Cichy).,1,0,0,TB,Return,41736.0,43948,TB,35,01:58:00,,,,10,14,63.0,24.0,39,45
2018090906,1012,"W.Lutz kicks 65 yards from NO 35 to end zone, Touchback.",2,0,0,NO,Touchback,43689.0,,NO,35,14:54:00,,,,17,14,70.0,,40,45
2018090906,1289,"C.Catanzaro kicks 65 yards from TB 35 to end zone, Touchback.",2,0,0,TB,Touchback,41736.0,,TB,35,11:12:00,,,,17,17,71.0,,40,75
2018090906,1694,"C.Catanzaro kicks 67 yards from TB 35 to NO -2. T.Lewis to NO 17 for 19 yards (J.Cichy). PENALTY on TB-J.Cichy, Low Block, 15 yards, enforced at NO 17.",2,0,0,TB,Return,41736.0,43948,TB,35,04:42:00,LBL,TB 48,-15.0,17,24,67.0,19.0,33,75
2018090906,1784,"C.Catanzaro kicks 65 yards from TB 35 to end zone, Touchback.",2,0,0,TB,Touchback,41736.0,,TB,35,04:27:00,,,,17,31,72.0,,40,75
2018090906,2110,"W.Lutz kicks 65 yards from NO 35 to end zone, Touchback.",2,0,0,NO,Touchback,43689.0,,NO,35,00:55:00,,,,24,31,75.0,,40,45
2018090906,2246,"W.Lutz kicks 65 yards from NO 35 to end zone, Touchback.",3,0,0,NO,Touchback,43689.0,,NO,35,15:00:00,,,,24,31,73.0,,40,45
2018090906,2571,"C.Catanzaro kicks 65 yards from TB 35 to end zone, Touchback.",3,0,0,TB,Touchback,41736.0,,TB,35,11:24:00,,,,24,34,69.0,,40,75
2018090906,3096,"C.Catanzaro kicks 65 yards from TB 35 to end zone, Touchback.",3,0,0,TB,Touchback,41736.0,,TB,35,02:58:00,,,,24,41,73.0,,40,75
2018090906,3527,"C.Catanzaro kicks 50 yards from 50 to end zone, Touchback.",4,0,0,TB,Touchback,41736.0,,,50,12:19:00,,,,24,48,60.0,,25,60
2018090906,3901,W.Lutz kicks 44 yards from NO 35 to TB 21. A.Humphries to TB 25 for 4 yards (J.Hardee).,4,0,0,NO,Return,43689.0,43010,NO,35,08:54:00,,,,32,48,44.0,4.0,40,75
2018090906,4301,"W.Lutz kicks 65 yards from NO 35 to end zone, Touchback.",4,0,0,NO,Touchback,43689.0,,NO,35,03:31:00,,,,40,48,70.0,,40,75
2018090907,36,"A.Rosas kicks 63 yards from NYG 35 to JAX 2. J.Mickens to JAX 20 for 18 yards (N.Stupar, M.Thomas).",1,0,0,NYG,Return,43937.0,44029,NYG,35,15:00:00,,,,0,0,63.0,18.0,45,45
2018090907,311,"J.Lambo kicks 66 yards from JAX 35 to NYG -1. C.Latimer to NYG 14 for 15 yards (R.Harrison, T.Herndon).",1,0,0,JAX,Return,43068.0,41285,JAX,35,10:12:00,,,,0,3,66.0,15.0,51,75
2018090907,820,"A.Rosas kicks 65 yards from NYG 35 to end zone, Touchback.",1,0,0,NYG,Touchback,43937.0,,NYG,35,00:23:00,,,,3,3,69.0,,40,45
2018090907,1220,"J.Lambo kicks 65 yards from JAX 35 to end zone, Touchback.",2,0,0,JAX,Touchback,43068.0,,JAX,35,07:19:00,,,,3,6,71.0,,40,45
2018090907,1501,"J.Lambo kicks 65 yards from JAX 35 to end zone, Touchback.",2,0,0,JAX,Touchback,43068.0,,JAX,35,02:42:00,,,,3,13,75.0,,40,45
2018090907,1867,"A.Rosas kicks 65 yards from NYG 35 to JAX 0. J.Mickens to JAX 27 for 27 yards (A.Hamilton, R.Armstrong).",2,0,0,NYG,Return,43937.0,44029,NYG,35,00:04:00,,,,6,13,65.0,27.0,38,75
2018090907,1909,"J.Lambo kicks 65 yards from JAX 35 to end zone, Touchback.",3,0,0,JAX,Touchback,43068.0,,JAX,35,15:00:00,,,,6,13,70.0,,40,75
2018090907,2267,"A.Rosas kicks 65 yards from NYG 35 to end zone, Touchback.",3,0,0,NYG,Touchback,43937.0,,NYG,35,09:18:00,,,,9,13,75.0,,40,45
2018090907,3317,"J.Lambo kicks 65 yards from JAX 35 to end zone, Touchback.",4,0,0,JAX,Touchback,43068.0,,JAX,35,11:24:00,,,,9,20,75.0,,40,45
2018090907,3392,"A.Rosas kicks 65 yards from NYG 35 to end zone, Touchback.",4,0,0,NYG,Touchback,43937.0,,NYG,35,10:39:00,,,,15,20,71.0,,40,75
2018090909,36,P.Dawson kicks 66 yards from ARI 35 to WAS -1. D.Johnson to WAS 23 for 24 yards (B.Benwikere).,1,0,0,ARI,Return,23860.0,46329,ARI,35,15:00:00,,,,0,0,66.0,24.0,42,45
2018090909,835,"D.Hopkins kicks 65 yards from WAS 35 to end zone, Touchback.",2,0,0,WAS,Touchback,40125.0,,WAS,35,14:54:00,,,,0,7,75.0,,40,45
2018090909,1336,"D.Hopkins kicks 65 yards from WAS 35 to end zone, Touchback.",2,0,0,WAS,Touchback,40125.0,,WAS,35,04:10:00,,,,0,14,75.0,,40,45
2018090909,1831,"D.Hopkins kicks 65 yards from WAS 35 to end zone, Touchback.",2,0,0,WAS,Touchback,40125.0,,WAS,35,00:08:00,,,,0,21,75.0,,40,45
2018090909,1884,"D.Hopkins kicks 65 yards from WAS 35 to end zone, Touchback.",3,0,0,WAS,Touchback,40125.0,,WAS,35,15:00:00,,,,0,21,75.0,,40,45
2018090909,3123,"D.Hopkins kicks 65 yards from WAS 35 to end zone, Touchback.",4,0,0,WAS,Touchback,40125.0,,WAS,35,12:13:00,,,,0,24,75.0,,40,75
2018090909,3522,P.Dawson kicks 59 yards from ARI 35 to WAS 6. C.Thompson to WAS 6 for no gain (R.Ford).,4,0,0,ARI,Return,23860.0,40102,ARI,35,05:47:00,,,,6,24,59.0,0.0,59,45
2018090910,36,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",1,0,0,CAR,Touchback,35102.0,,CAR,35,15:00:00,,,,0,0,74.0,,40,75
2018090910,1252,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",2,0,0,CAR,Touchback,35102.0,,CAR,35,08:50:00,,,,7,0,75.0,,40,45
2018090910,2038,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",2,0,0,CAR,Touchback,35102.0,,CAR,35,00:03:00,,,,10,0,75.0,,40,45
2018090910,2091,"B.Maher kicks 65 yards from DAL 35 to end zone, Touchback.",3,0,0,DAL,Touchback,40775.0,,DAL,35,15:00:00,,,,10,0,75.0,,40,75
2018090910,2992,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",4,0,0,CAR,Touchback,35102.0,,CAR,35,14:12:00,,,,16,0,75.0,,40,75
2018090910,3294,"B.Maher kicks 65 yards from DAL 35 to end zone, Touchback.",4,0,0,DAL,Touchback,40775.0,,DAL,35,08:51:00,,,,16,8,75.0,,40,45
2018090912,36,"C.Parkey kicks 65 yards from CHI 35 to end zone, Touchback.",1,0,0,CHI,Touchback,41688.0,,CHI,35,15:00:00,,,,0,0,66.0,,40,75
2018090912,459,"C.Parkey kicks 65 yards from CHI 35 to end zone, Touchback.",1,0,0,CHI,Touchback,41688.0,,CHI,35,07:11:00,,,,0,7,75.0,,40,75
2018090912,855,C.Parkey kicks 65 yards from CHI 35 to GB 0. T.Montgomery pushed ob at GB 25 for 25 yards (A.Miller).,2,0,0,CHI,Return,41688.0,42437,CHI,35,14:56:00,,,,0,10,65.0,25.0,40,45
2018090912,1762,C.Parkey kicks 60 yards from CHI 35 to GB 5. M.Valdes-Scantling to GB 26 for 21 yards (A.Amos).,2,0,0,CHI,Return,41688.0,46243,CHI,35,00:39:00,,,,0,17,60.0,21.0,39,45
2018090912,1822,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",3,0,0,GB,Touchback,32386.0,,GB,35,15:00:00,,,,0,17,75.0,,40,75
2018090912,2162,"C.Parkey kicks 61 yards from CHI 35 to GB 4. T.Montgomery to GB 26 for 22 yards (D.Bush). PENALTY on CHI-D.Bush, Illegal Formation, 5 yards, enforced at GB 26.",3,0,0,CHI,Return,41688.0,42437,CHI,35,09:14:00,ILF,CHI 26,-5.0,0,20,61.0,22.0,34,45
2018090912,2480,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",3,0,0,GB,Touchback,32386.0,,GB,35,03:37:00,,,,3,20,75.0,,40,75
2018090912,2811,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",4,0,0,GB,Touchback,32386.0,,GB,35,13:59:00,,,,10,20,75.0,,40,45
2018090912,3066,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",4,0,0,GB,Touchback,32386.0,,GB,35,09:01:00,,,,17,20,75.0,,40,45
2018090912,3505,"C.Parkey kicks 65 yards from CHI 35 to end zone, Touchback.",4,0,0,CHI,Touchback,41688.0,,CHI,35,02:39:00,,,,17,23,75.0,,40,75
2018090912,3600,M.Crosby kicks 65 yards from GB 35 to CHI 0. B.Cunningham to CHI 18 for 18 yards (J.Whitehead).,4,0,0,GB,Return,32386.0,40249,GB,35,02:13:00,,,,24,23,65.0,18.0,47,45
2018091000,36,S.Martin kicks 63 yards from DET 35 to NYJ 2. A.Roberts to NYJ 25 for 23 yards (Ch.Washington).,1,0,0,DET,Return,40113.0,35527,DET,35,15:00:00,,,,0,0,63.0,23.0,40,45
2018091000,98,"S.Martin kicks 64 yards from DET 35 to NYJ 1. A.Roberts to NYJ 23 for 22 yards (T.Tabor). PENALTY on NYJ-J.Wilcox, Offensive Holding, 10 yards, enforced at NYJ 23.",1,0,0,DET,Return,40113.0,35527,DET,35,14:40:00,OH,NYJ 37,10.0,7,0,64.0,22.0,52,45
2018091000,673,"J.Myers kicks 65 yards from NYJ 35 to end zone, Touchback.",1,0,0,NYJ,Touchback,41175.0,,NYJ,35,04:20:00,,,,7,7,72.0,,40,75
2018091000,965,"J.Myers kicks 65 yards from NYJ 35 to end zone, Touchback.",2,0,0,NYJ,Touchback,41175.0,,NYJ,35,14:57:00,,,,7,10,75.0,,40,45
2018091000,1708,"J.Myers kicks 65 yards from NYJ 35 to end zone, Touchback.",2,0,0,NYJ,Touchback,41175.0,,NYJ,35,01:51:00,,,,7,17,75.0,,40,45
2018091000,2028,"S.Martin kicks 65 yards from DET 35 to end zone, Touchback.",2,0,0,DET,Touchback,40113.0,,DET,35,00:11:00,,,,10,17,68.0,,40,75
2018091000,2085,"J.Myers kicks 65 yards from NYJ 35 to end zone, Touchback.",3,0,0,NYJ,Touchback,41175.0,,NYJ,35,15:00:00,,,,10,17,75.0,,40,75
2018091000,2237,"S.Martin kicks 65 yards from DET 35 to end zone, Touchback.",3,0,0,DET,Touchback,40113.0,,DET,35,13:10:00,,,,17,17,69.0,,40,45
2018091000,2438,"J.Myers kicks 65 yards from NYJ 35 to end zone, Touchback.",3,0,0,NYJ,Touchback,41175.0,,NYJ,35,09:36:00,,,,17,24,71.0,,40,75
2018091000,2533,"J.Myers kicks 65 yards from NYJ 35 to end zone, Touchback.",3,0,0,NYJ,Touchback,41175.0,,NYJ,35,08:07:00,,,,17,31,75.0,,40,75
2018091000,2698,"J.Myers kicks 65 yards from NYJ 35 to end zone, Touchback.",3,0,0,NYJ,Touchback,41175.0,,NYJ,35,07:00:00,,,,17,38,70.0,,40,75
2018091000,2844,"J.Myers kicks 65 yards from NYJ 35 to end zone, Touchback.",3,0,0,NYJ,Touchback,41175.0,,NYJ,35,05:15:00,,,,17,41,75.0,,40,75
2018091000,3112,"J.Myers kicks 65 yards from NYJ 35 to end zone, Touchback.",3,0,0,NYJ,Touchback,41175.0,,NYJ,35,00:54:00,,,,17,48,71.0,,40,75
2018091001,36,"G.Zuerlein kicks 65 yards from LA 35 to end zone, Touchback.",1,0,0,LA,Touchback,38701.0,,LA,35,15:00:00,,,,0,0,75.0,,40,75
2018091001,298,M.Nugent kicks 66 yards from OAK 35 to LA -1. P.Cooper to LA 25 for 26 yards (M.Lee; K.Hatcher).,1,0,0,OAK,Return,29874.0,43406,OAK,35,10:23:00,,,,7,0,66.0,26.0,40,45
2018091001,644,"G.Zuerlein kicks 65 yards from LA 35 to end zone, Touchback.",1,0,0,LA,Touchback,38701.0,,LA,35,04:53:00,,,,7,7,70.0,,40,75
2018091001,1129,M.Nugent kicks 70 yards from OAK 35 to LA -5. P.Cooper ran ob at LA 19 for 24 yards (M.Gilchrist).,2,0,0,OAK,Return,29874.0,43406,OAK,35,12:31:00,,,,10,7,70.0,24.0,46,75
2018091001,1765,"G.Zuerlein kicks 65 yards from LA 35 to end zone, Touchback.",2,0,0,LA,Touchback,38701.0,,LA,35,02:40:00,,,,10,10,75.0,,40,45
2018091001,2163,"M.Nugent kicks 65 yards from OAK 35 to end zone, Touchback.",2,0,0,OAK,Touchback,29874.0,,OAK,35,00:10:00,,,,13,10,67.0,,40,75
