,Name,Speed (yards/s),"Acceleration (Standardised [0, 1] Metric)","Agility (Standardised [0, 1] Metric)"
38,Jamal Adams,7.979072320945707,0.75,0.8035714285714286
39,Stefon Diggs,8.066754434362693,0.8611111111111112,0.9107142857142857
40,Richard Sherman,7.6283438672777635,0.6944444444444444,0.875
41,Mike Evans,7.979072320945707,0.75,0.7678571428571429
42,Ezekiel Elliott,7.891390207528721,0.7777777777777778,0.9464285714285714
43,Chris Jones,6.225430052605991,0.6111111111111112,0.5714285714285714
44,Devin McCourty,7.891390207528721,0.7777777777777778,0.8571428571428571
45,Nick Chubb,8.066754434362693,0.7777777777777778,0.7321428571428571
46,Trent Williams,6.576158506273934,0.5,0.5892857142857143
47,Dalvin Cook,8.066754434362693,0.8055555555555556,0.9285714285714286
48,David DeCastro,5.173244691602162,0.4444444444444444,0.5178571428571429
49,Saquon Barkley,8.154436547779678,0.8333333333333334,0.9642857142857143
50,Odell Beckham Jr,8.154436547779678,0.8611111111111112,1.0
51,Joey Bosa,6.926886959941878,0.6666666666666666,0.8035714285714286
52,Keenan Allen,7.803708094111736,0.7777777777777778,0.8928571428571429
53,Ryan Ramczyk,5.523973145270105,0.1111111111111111,0.5535714285714286
54,Michael Pierce,6.225430052605991,0.6388888888888888,0.4642857142857143
55,Kevin Byard,7.891390207528721,0.7222222222222222,0.8392857142857143
56,Tyron Smith,6.400794279439962,0.5555555555555556,0.6428571428571429
57,Richie Incognito,6.137747939189005,0.3611111111111111,0.32142857142857145
58,Adam Thielen,7.891390207528721,0.8055555555555556,0.8928571428571429
59,Tom Brady,5.260926805019147,0.08333333333333333,0.5
60,Aaron Jones,7.979072320945707,0.8333333333333334,0.9285714285714286
61,Grady Jarrett,6.137747939189005,0.5833333333333334,0.5178571428571429
62,Zach Ertz,7.189933300192835,0.6388888888888888,0.7142857142857143
63,Cameron Heyward,6.225430052605991,0.4444444444444444,0.5
64,Tre'Davious White,7.979072320945707,0.8333333333333334,0.875
65,Justin Simmons,7.7160259806947495,0.7777777777777778,0.9642857142857143
66,Lavonte David,7.540661753860777,0.75,0.8035714285714286
67,Kenny Clark,6.137747939189005,0.5277777777777778,0.4107142857142857
68,Jaire Alexander,8.154436547779678,0.8333333333333334,0.9285714285714286
69,Marlon Humphrey,8.066754434362693,0.8333333333333334,0.8214285714285714
70,Aaron Rodgers,6.7515227331079055,0.5277777777777778,0.7142857142857143
71,Cooper Kupp,7.7160259806947495,0.7777777777777778,0.9464285714285714
72,Demario Davis,7.540661753860777,0.7222222222222222,0.6964285714285714
73,Nick Bosa,6.926886959941878,0.7777777777777778,0.7857142857142857
74,Allen Robinson II,7.803708094111736,0.8055555555555556,0.8392857142857143
75,Joe Mixon,7.979072320945707,0.8333333333333334,0.8928571428571429
76,Austin Hooper,7.189933300192835,0.6666666666666666,0.7321428571428571
77,Alex Mack,5.436291031853119,0.4166666666666667,0.4642857142857143
78,Derwin James Jr,7.891390207528721,0.8055555555555556,0.8571428571428571
79,Casey Hayward Jr,7.803708094111736,0.75,0.875
80,Eddie Jackson,7.7160259806947495,0.75,0.7857142857142857
81,Ali Marpet,6.313112166022977,0.5277777777777778,0.5892857142857143
82,DeMarcus Lawrence,7.102251186775849,0.6944444444444444,0.7142857142857143
83,Lane Johnson,6.926886959941878,0.6666666666666666,0.6071428571428571
84,Danielle Hunter,7.7160259806947495,0.75,0.7678571428571429
85,Eric Kendricks,7.365297527026806,0.75,0.7142857142857143
86,Earl Thomas III,7.7160259806947495,0.7777777777777778,0.9107142857142857
87,Chris Godwin,7.979072320945707,0.8055555555555556,0.875
88,Bryan Bulaga,5.348608918436133,0.3611111111111111,0.4642857142857143
89,Evan Engram,7.891390207528721,0.7777777777777778,0.8392857142857143
90,Za'Darius Smith,7.014569073358863,0.6111111111111112,0.5535714285714286
91,Patrick Peterson,7.979072320945707,0.7777777777777778,0.9464285714285714
92,Akiem Hicks,5.523973145270105,0.4722222222222222,0.4642857142857143
93,Dont'a Hightower,7.102251186775849,0.6388888888888888,0.6607142857142857
94,Micah Hyde,7.891390207528721,0.75,0.8392857142857143
95,Josh Jacobs,7.6283438672777635,0.7777777777777778,0.8035714285714286
96,Tyler Lockett,8.154436547779678,0.8055555555555556,0.9821428571428571
97,Byron Jones,8.066754434362693,0.8611111111111112,0.9642857142857143
98,A.J. Green,7.803708094111736,0.6944444444444444,0.8214285714285714
99,Darius Slay Jr,8.154436547779678,0.8055555555555556,0.875
100,Geno Atkins,6.7515227331079055,0.5555555555555556,0.5
101,Alvin Kamara,7.803708094111736,0.8611111111111112,0.9107142857142857
102,Melvin Ingram III,7.014569073358863,0.6388888888888888,0.7678571428571429
103,Fred Warner,7.365297527026806,0.7222222222222222,0.7678571428571429
104,Le'Veon Bell,7.6283438672777635,0.75,0.9464285714285714
105,DeForest Buckner,6.313112166022977,0.5555555555555556,0.75
106,Brandon Linder,5.348608918436133,0.3888888888888889,0.30357142857142855
107,Julian Edelman,7.540661753860777,0.7777777777777778,0.8571428571428571
108,Kareem Hunt,7.891390207528721,0.8055555555555556,0.8928571428571429
109,Vita Vea,6.05006582577202,0.5,0.5535714285714286
110,La'el Collins,6.225430052605991,0.3611111111111111,0.4107142857142857
111,Brandon Scherff,6.400794279439962,0.5277777777777778,0.5357142857142857
112,Desmond King II,7.7160259806947495,0.75,0.9285714285714286
113,Matt Ryan,6.225430052605991,0.4722222222222222,0.4642857142857143
114,T.Y. Hilton,8.066754434362693,0.7777777777777778,0.9285714285714286
115,Brandon Graham,6.7515227331079055,0.6111111111111112,0.7142857142857143
116,Kawann Short,6.05006582577202,0.5833333333333334,0.4642857142857143
117,Emmanuel Sanders,7.7160259806947495,0.7777777777777778,0.875
118,Stephon Tuitt,6.488476392856948,0.5277777777777778,0.4642857142857143
119,Chris Harris Jr,7.891390207528721,0.7222222222222222,0.9464285714285714
120,Kareem Jackson,7.7160259806947495,0.7222222222222222,0.7678571428571429
121,Justin Tucker,6.576158506273934,0.5555555555555556,0.39285714285714285
122,Minkah Fitzpatrick,7.891390207528721,0.8333333333333334,0.8928571428571429
123,Trent Brown,5.436291031853119,0.3055555555555556,0.32142857142857145
124,Jared Cook,7.452979640443792,0.75,0.6785714285714286
125,Chris Carson,7.7160259806947495,0.7222222222222222,0.7321428571428571
126,Joel Bitonio,6.313112166022977,0.5833333333333334,0.5714285714285714
127,Robert Woods,7.891390207528721,0.6944444444444444,0.8035714285714286
128,Mark Andrews,7.540661753860777,0.75,0.6785714285714286
129,T.J. Watt,7.27761541360982,0.7222222222222222,0.75
130,Arik Armstead,6.400794279439962,0.4722222222222222,0.5178571428571429
131,Adrian Amos,8.066754434362693,0.7777777777777778,0.75
132,Ndamukong Suh,6.400794279439962,0.5277777777777778,0.625
133,Kenny Golladay,7.891390207528721,0.75,0.8214285714285714
134,Shaq Mason,6.313112166022977,0.5,0.4107142857142857
135,Matthew Ioannidis,6.225430052605991,0.5,0.5178571428571429
136,Greg Olsen,7.189933300192835,0.5833333333333334,0.6428571428571429
137,Deshaun Watson,7.365297527026806,0.6944444444444444,0.8392857142857143
138,Trey Flowers,6.7515227331079055,0.6666666666666666,0.625
139,Denzel Ward,8.32980077461365,0.8888888888888888,0.9464285714285714
140,Todd Gurley II,7.891390207528721,0.7777777777777778,0.9107142857142857
141,Mark Ingram II,7.7160259806947495,0.7777777777777778,0.7857142857142857
142,Brandon Williams,4.9978804647681905,0.3888888888888889,0.26785714285714285
143,JuJu Smith-Schuster,7.979072320945707,0.8055555555555556,0.8214285714285714
144,Kyle Juszczyk,7.014569073358863,0.6666666666666666,0.7321428571428571
145,Marshon Lattimore,8.154436547779678,0.8611111111111112,0.875
146,Budda Baker,7.979072320945707,0.7777777777777778,0.8928571428571429
147,Kendall Fuller,7.891390207528721,0.8055555555555556,0.8571428571428571
148,Kyle Van Noy,7.365297527026806,0.6944444444444444,0.6964285714285714
149,Deion Jones,7.979072320945707,0.8055555555555556,0.8214285714285714
150,Johnny Hekker,6.05006582577202,0.4444444444444444,0.39285714285714285
151,Andrew Whitworth,5.436291031853119,0.25,0.2857142857142857
152,Maurkice Pouncey,5.436291031853119,0.4444444444444444,0.4642857142857143
153,Malcolm Jenkins,7.540661753860777,0.7777777777777778,0.8571428571428571
154,Marcus Williams,7.803708094111736,0.75,0.8035714285714286
155,Jarvis Landry,7.803708094111736,0.7777777777777778,0.8928571428571429
156,Ryan Kelly,6.225430052605991,0.4722222222222222,0.5
157,Gerald McCoy,5.962383712355034,0.5277777777777778,0.5892857142857143
158,Kyle Fuller,7.979072320945707,0.7777777777777778,0.8571428571428571
159,Marcus Peters,7.979072320945707,0.75,0.875
160,Jason McCourty,7.979072320945707,0.8333333333333334,0.8214285714285714
161,Phillip Lindsay,8.154436547779678,0.7777777777777778,0.875
162,D.J. Moore,8.154436547779678,0.8333333333333334,0.9107142857142857
163,Dee Ford,7.452979640443792,0.6666666666666666,0.8035714285714286
164,Mike McGlinchey,6.137747939189005,0.4444444444444444,0.5714285714285714
165,Austin Ekeler,8.066754434362693,0.8055555555555556,0.8928571428571429
166,Linval Joseph,6.488476392856948,0.4166666666666667,0.35714285714285715
167,Anthony Castonzo,5.348608918436133,0.3888888888888889,0.5714285714285714
168,Justin Houston,7.102251186775849,0.6388888888888888,0.6964285714285714
169,Kevin Zeitler,5.085562578185176,0.3888888888888889,0.32142857142857145
170,Marvin Jones Jr,7.803708094111736,0.75,0.8214285714285714
171,Jordan Poyer,7.6283438672777635,0.7777777777777778,0.8214285714285714
172,Shaquil Barrett,7.365297527026806,0.6666666666666666,0.7321428571428571
173,Hunter Henry,7.27761541360982,0.6944444444444444,0.6785714285714286
174,Darren Waller,7.803708094111736,0.7222222222222222,0.75
175,Marlon Mack,7.803708094111736,0.8333333333333334,0.8928571428571429
176,Darius Leonard,7.540661753860777,0.6666666666666666,0.7321428571428571
177,Josh Lambo,5.787019485521062,0.3611111111111111,0.5357142857142857
178,C.J. Mosley,7.365297527026806,0.7222222222222222,0.8214285714285714
179,Joe Thuney,6.400794279439962,0.5833333333333334,0.5178571428571429
180,Brandin Cooks,8.242118661196663,0.7777777777777778,0.9285714285714286
181,Laremy Tunsil,5.61165525868709,0.4166666666666667,0.625
182,Eddie Goldman,5.523973145270105,0.3055555555555556,0.375
183,Shaquill Griffin,8.242118661196663,0.8333333333333334,0.8214285714285714
184,Jurrell Casey,6.137747939189005,0.4444444444444444,0.5892857142857143
185,Preston Smith,7.189933300192835,0.7222222222222222,0.6964285714285714
186,Duane Brown,6.313112166022977,0.4444444444444444,0.39285714285714285
187,Rodger Saffold III,5.436291031853119,0.3611111111111111,0.48214285714285715
188,Justin Reid,8.066754434362693,0.7777777777777778,0.875
189,Raheem Mostert,8.32980077461365,0.8611111111111112,0.8571428571428571
190,Alshon Jeffery,7.7160259806947495,0.6111111111111112,0.8214285714285714
191,Brett Kern,5.699337372104076,0.25,0.5357142857142857
192,Carson Wentz,7.102251186775849,0.6666666666666666,0.6964285714285714
193,Golden Tate III,7.891390207528721,0.7777777777777778,0.9285714285714286
194,David Andrews,5.8747015989380476,0.5555555555555556,0.26785714285714285
195,Keanu Neal,7.6283438672777635,0.7222222222222222,0.8035714285714286
196,Justin Coleman,7.7160259806947495,0.7777777777777778,0.9107142857142857
197,Dak Prescott,7.27761541360982,0.6388888888888888,0.75
198,Melvin Gordon III,7.979072320945707,0.75,0.875
199,Courtland Sutton,7.803708094111736,0.8055555555555556,0.8928571428571429
200,DeVante Parker,7.891390207528721,0.75,0.8214285714285714
201,Sam Koch,6.137747939189005,0.3888888888888889,0.32142857142857145
202,Ryan Kerrigan,6.926886959941878,0.6111111111111112,0.6607142857142857
203,Eric Ebron,7.6283438672777635,0.7222222222222222,0.7678571428571429
204,Taylor Lewan,6.576158506273934,0.6111111111111112,0.5535714285714286
205,Kyle Rudolph,6.7515227331079055,0.5555555555555556,0.6785714285714286
206,A.J. Bouye,7.803708094111736,0.8611111111111112,0.8571428571428571
207,John Johnson III,7.452979640443792,0.75,0.9107142857142857
208,D.J. Reader,5.699337372104076,0.3888888888888889,0.32142857142857145
209,Avery Williamson,7.27761541360982,0.6944444444444444,0.6607142857142857
210,Robby Anderson,8.242118661196663,0.75,0.75
211,Tyler Boyd,7.803708094111736,0.8055555555555556,0.8035714285714286
212,Tevin Coleman,8.066754434362693,0.8055555555555556,0.8928571428571429
213,Leonard Fournette,8.066754434362693,0.7222222222222222,0.75
214,Andrew Norwell,5.348608918436133,0.2777777777777778,0.125
215,Tress Way,6.488476392856948,0.5,0.4107142857142857
216,Thomas Morstead,6.225430052605991,0.3333333333333333,0.35714285714285715
217,Roquan Smith,7.803708094111736,0.7777777777777778,0.8214285714285714
218,Jimmy Smith,7.7160259806947495,0.7222222222222222,0.8214285714285714
219,Jimmy Garoppolo,6.400794279439962,0.5,0.6071428571428571
220,Jimmie Ward,7.803708094111736,0.75,0.8035714285714286
221,DeSean Jackson,8.32980077461365,0.8333333333333334,0.9285714285714286
222,Calvin Ridley,8.154436547779678,0.8333333333333334,0.9464285714285714
223,Joe Haden,7.7160259806947495,0.75,0.8392857142857143
224,Jonathan Jones,8.242118661196663,0.8888888888888888,0.7857142857142857
225,Larry Fitzgerald,7.27761541360982,0.6388888888888888,0.75
226,Leighton Vander Esch,7.540661753860777,0.7777777777777778,0.8392857142857143
227,Jamie Collins,7.365297527026806,0.6944444444444444,0.75
228,Orlando Brown Jr,4.384105670849289,0.16666666666666666,0.32142857142857145
229,Matthew Judon,7.102251186775849,0.6666666666666666,0.6607142857142857
230,Adoree' Jackson,8.154436547779678,0.8611111111111112,0.9642857142857143
231,Anthony Harris,7.6283438672777635,0.7222222222222222,0.8214285714285714
232,Frank Clark,7.27761541360982,0.75,0.6785714285714286
233,Yannick Ngakoue,7.189933300192835,0.6666666666666666,0.75
234,Frank Ragnow,6.400794279439962,0.5277777777777778,0.2857142857142857
235,Michael Brockers,5.523973145270105,0.4722222222222222,0.5357142857142857
236,Da'Ron Payne,6.6638406196909195,0.6388888888888888,0.4107142857142857
237,Matthew Stafford,6.400794279439962,0.3888888888888889,0.5535714285714286
238,Cole Beasley,7.6283438672777635,0.7222222222222222,0.875
239,Desmond Trufant,7.979072320945707,0.8055555555555556,0.9285714285714286
240,Patrick Chung,7.365297527026806,0.75,0.7142857142857143
241,Damien Williams,7.891390207528721,0.7777777777777778,0.8214285714285714
242,Carlos Dunlap,7.189933300192835,0.6388888888888888,0.7142857142857143
243,John Brown,8.066754434362693,0.75,0.8035714285714286
244,Mitch Morse,5.8747015989380476,0.3611111111111111,0.42857142857142855
245,Xavien Howard,7.979072320945707,0.8055555555555556,0.8214285714285714
246,Malik Hooker,7.803708094111736,0.7777777777777778,0.8214285714285714
247,Damarious Randall,7.803708094111736,0.75,0.875
248,Alejandro Villanueva,6.225430052605991,0.4722222222222222,0.5714285714285714
249,Kwon Alexander,7.6283438672777635,0.75,0.75
250,Kirk Cousins,6.7515227331079055,0.5555555555555556,0.5
251,Olivier Vernon,7.014569073358863,0.6666666666666666,0.5714285714285714
252,Kerryon Johnson,7.7160259806947495,0.7222222222222222,0.7678571428571429
253,Braden Smith,5.787019485521062,0.4444444444444444,0.35714285714285715
254,Jason Peters,5.787019485521062,0.2777777777777778,0.35714285714285715
255,Joe Schobert,7.27761541360982,0.6388888888888888,0.6785714285714286
256,Donte Jackson,8.417482888030635,0.8333333333333334,0.9464285714285714
257,Nickell Robey-Coleman,7.7160259806947495,0.75,0.8392857142857143
258,Devin Singletary,7.540661753860777,0.75,0.875
259,James White,7.803708094111736,0.8055555555555556,0.8392857142857143
260,Harrison Butker,6.576158506273934,0.5277777777777778,0.26785714285714285
261,Tyler Higbee,7.014569073358863,0.5555555555555556,0.7678571428571429
262,Chris Boswell,6.400794279439962,0.4722222222222222,0.42857142857142855
263,Robbie Gould,5.085562578185176,0.027777777777777776,0.17857142857142858
264,Lamarcus Joyner,7.6283438672777635,0.7777777777777778,0.7678571428571429
265,Chidobe Awuzie,8.154436547779678,0.8611111111111112,0.8392857142857143
266,JC Jackson,7.891390207528721,0.8055555555555556,0.7857142857142857
267,Philip Rivers,5.699337372104076,0.19444444444444445,0.30357142857142855
268,Kenyan Drake,7.979072320945707,0.7222222222222222,0.8392857142857143
269,Ryan Jensen,5.260926805019147,0.3055555555555556,0.375
270,Javon Hargrave,6.488476392856948,0.6111111111111112,0.48214285714285715
271,Sterling Shepard,7.891390207528721,0.8055555555555556,0.9107142857142857
272,Tyrell Williams,8.066754434362693,0.8055555555555556,0.9464285714285714
273,Jonathan Allen,6.313112166022977,0.5555555555555556,0.5357142857142857
274,Sheldon Rankins,6.225430052605991,0.5555555555555556,0.6428571428571429
275,Will Fuller V,8.32980077461365,0.8333333333333334,0.8035714285714286
276,Benardrick McKinney,7.27761541360982,0.6388888888888888,0.6607142857142857
277,Harold Landry III,7.365297527026806,0.7222222222222222,0.7857142857142857
278,Robert Quinn,7.014569073358863,0.5833333333333334,0.7321428571428571
279,Jerry Hughes,7.102251186775849,0.6111111111111112,0.7142857142857143
280,Terry McLaurin,8.242118661196663,0.8055555555555556,0.7857142857142857
281,Ben Roethlisberger,6.313112166022977,0.4166666666666667,0.44642857142857145
282,Mike Hilton,7.6283438672777635,0.7222222222222222,0.8571428571428571
283,A.J. Brown,7.891390207528721,0.8055555555555556,0.8035714285714286
284,Charles Leno Jr,5.523973145270105,0.4166666666666667,0.375
285,Jaquiski Tartt,7.891390207528721,0.7777777777777778,0.75
286,Sheldon Richardson,6.137747939189005,0.5555555555555556,0.5357142857142857
287,James Conner,7.540661753860777,0.7222222222222222,0.7142857142857143
288,Mike Williams,7.803708094111736,0.6666666666666666,0.75
289,Chris Jones,6.926886959941878,0.5277777777777778,0.39285714285714285
290,Jaylon Smith,7.6283438672777635,0.7777777777777778,0.7857142857142857
291,Dallas Goedert,7.27761541360982,0.6666666666666666,0.75
292,Dante Fowler Jr,7.365297527026806,0.6666666666666666,0.7321428571428571
293,Patrick Ricard,6.225430052605991,0.5277777777777778,0.5892857142857143
294,Cody Whitehair,6.225430052605991,0.5277777777777778,0.5357142857142857
295,Ed Oliver,7.102251186775849,0.6666666666666666,0.7678571428571429
296,Bradley Chubb,7.365297527026806,0.6666666666666666,0.6785714285714286
297,Marcus Maye,7.891390207528721,0.75,0.7857142857142857
298,Steven Nelson,7.803708094111736,0.7222222222222222,0.875
299,Ricardo Allen,7.7160259806947495,0.7222222222222222,0.8392857142857143
300,Jack Doyle,6.6638406196909195,0.5277777777777778,0.5535714285714286
301,Myles Jack,7.6283438672777635,0.7222222222222222,0.8214285714285714
302,Matt Prater,6.313112166022977,0.4166666666666667,0.07142857142857142
303,Danny Shelton,4.471787784266275,0.2777777777777778,0.25
304,Whitney Mercilus,7.102251186775849,0.6944444444444444,0.6607142857142857
305,Kenny Stills,7.979072320945707,0.8055555555555556,0.7678571428571429
306,William Jackson III,8.154436547779678,0.8055555555555556,0.8035714285714286
307,Duke Johnson Jr,7.803708094111736,0.75,0.9107142857142857
308,Sammy Watkins,7.979072320945707,0.7777777777777778,0.8214285714285714
309,Matt Paradis,5.173244691602162,0.4722222222222222,0.5
310,Landon Collins,7.7160259806947495,0.75,0.7142857142857143
311,Johnathan Joseph,7.803708094111736,0.7222222222222222,0.7678571428571429
312,Derrius Guice,7.891390207528721,0.7777777777777778,0.9107142857142857
313,Michael Gallup,7.979072320945707,0.75,0.8214285714285714
314,Josh Allen,7.540661753860777,0.6944444444444444,0.7321428571428571
315,D.J. Chark Jr,8.242118661196663,0.8333333333333334,0.7678571428571429
316,Lawrence Guy,6.225430052605991,0.4166666666666667,0.5714285714285714
317,K.J. Wright,7.014569073358863,0.5555555555555556,0.6607142857142857
318,Danny Trevathan,7.014569073358863,0.6111111111111112,0.6785714285714286
319,Jabrill Peppers,7.891390207528721,0.8333333333333334,0.8392857142857143
320,Bryce Callahan,8.154436547779678,0.8055555555555556,0.8035714285714286
321,Latavius Murray,7.803708094111736,0.8055555555555556,0.8035714285714286
322,Trai Turner,6.488476392856948,0.3888888888888889,0.35714285714285715
323,Trey Burton,7.452979640443792,0.6944444444444444,0.8035714285714286
324,Leonard Williams,6.313112166022977,0.5277777777777778,0.5357142857142857
325,Elgton Jenkins,6.05006582577202,0.4722222222222222,0.375
326,JK Scott,6.839204846524892,0.6111111111111112,0.5714285714285714
327,Anthony Barr,7.6283438672777635,0.6944444444444444,0.8214285714285714
328,Carl Lawson,7.27761541360982,0.7222222222222222,0.7142857142857143
329,Tremaine Edmunds,7.6283438672777635,0.6666666666666666,0.8035714285714286
330,Ryan Tannehill,7.189933300192835,0.6666666666666666,0.7321428571428571
331,Jason Pierre-Paul,6.7515227331079055,0.5833333333333334,0.6964285714285714
332,Sony Michel,7.891390207528721,0.8055555555555556,0.9107142857142857
333,Mike Pouncey,5.699337372104076,0.4166666666666667,0.48214285714285715
334,Dalvin Tomlinson,5.787019485521062,0.4166666666666667,0.3392857142857143
335,Curtis Samuel,8.32980077461365,0.8333333333333334,0.8928571428571429
336,John Simon,7.014569073358863,0.6111111111111112,0.6428571428571429
337,Chase Young,7.452979640443792,0.7777777777777778,0.7857142857142857
338,Quandre Diggs,7.7160259806947495,0.7222222222222222,0.75
339,Pierre Desir,7.7160259806947495,0.8333333333333334,0.8214285714285714
340,Greg Zuerlein,6.488476392856948,0.4722222222222222,0.39285714285714285
341,Jamison Crowder,7.891390207528721,0.7777777777777778,0.9464285714285714
342,D.J. Fluker,5.260926805019147,0.3888888888888889,0.30357142857142855
343,Jarran Reed,5.699337372104076,0.4166666666666667,0.4642857142857143
344,Bradley Roby,7.979072320945707,0.7777777777777778,0.875
345,Kenny Moore II,7.803708094111736,0.7777777777777778,0.8571428571428571
346,Duron Harmon,7.6283438672777635,0.6944444444444444,0.7142857142857143
347,O.J. Howard,7.6283438672777635,0.75,0.7678571428571429
348,Taylor Moton,5.787019485521062,0.3888888888888889,0.4107142857142857
349,Marquise Brown,8.505165001447622,0.8611111111111112,0.9642857142857143
350,Ben Jones,5.085562578185176,0.3333333333333333,0.3392857142857143
351,Deebo Samuel,8.066754434362693,0.7777777777777778,0.8035714285714286
352,Chauncey Gardner-Johnson,7.891390207528721,0.75,0.7678571428571429
353,Miles Sanders,7.891390207528721,0.7777777777777778,0.8392857142857143
354,Carlos Hyde,7.6283438672777635,0.75,0.8571428571428571
355,Danny Amendola,7.365297527026806,0.7222222222222222,0.7857142857142857
356,Samson Ebukam,7.6283438672777635,0.75,0.7142857142857143
357,Michael Dickson,6.576158506273934,0.4722222222222222,0.4642857142857143
358,Bud Dupree,7.6283438672777635,0.7222222222222222,0.6428571428571429
359,Jessie Bates III,7.803708094111736,0.75,0.8392857142857143
360,Matt Breida,8.32980077461365,0.8333333333333334,0.8571428571428571
361,Takkarist McKinley,7.540661753860777,0.7222222222222222,0.7857142857142857
362,Aldrick Rosas,5.962383712355034,0.4722222222222222,0.4642857142857143
363,Brian Winters,5.523973145270105,0.4166666666666667,0.375
364,Mohamed Sanu Sr,7.6283438672777635,0.6944444444444444,0.7857142857142857
365,Rob Havenstein,4.9978804647681905,0.3333333333333333,0.21428571428571427
366,D.K. Metcalf,8.32980077461365,0.8333333333333334,0.6964285714285714
367,Jayon Brown,7.6283438672777635,0.6944444444444444,0.6964285714285714
368,Corey Davis,7.891390207528721,0.7777777777777778,0.875
369,DaQuan Jones,5.348608918436133,0.4166666666666667,0.4107142857142857
370,Adrian Clayborn,6.6638406196909195,0.6111111111111112,0.625
371,Brian Poole,7.891390207528721,0.8055555555555556,0.7857142857142857
372,Vonn Bell,7.7160259806947495,0.75,0.7678571428571429
373,Ronald Jones II,7.979072320945707,0.8055555555555556,0.9107142857142857
374,Brian Burns,7.7160259806947495,0.7777777777777778,0.7857142857142857
375,Isaiah Wynn,6.137747939189005,0.3611111111111111,0.6071428571428571
376,Gerald Everett,7.452979640443792,0.6944444444444444,0.7142857142857143
377,Rashaan Evans,7.365297527026806,0.6666666666666666,0.7678571428571429
378,Jeffery Simmons Jr,6.400794279439962,0.5833333333333334,0.5535714285714286
379,Weston Richburg,5.8747015989380476,0.3611111111111111,0.42857142857142855
380,Quinton Dunbar,7.979072320945707,0.8333333333333334,0.7857142857142857
381,Mike Gesicki,7.27761541360982,0.6388888888888888,0.8214285714285714
382,Matt Milano,7.27761541360982,0.6666666666666666,0.5892857142857143
383,Jamie Gillan,6.313112166022977,0.5555555555555556,0.5178571428571429
384,Tre Boston,7.6283438672777635,0.7222222222222222,0.7857142857142857
385,Byron Murphy Jr,7.803708094111736,0.75,0.8928571428571429
386,J.C. Tretter,5.962383712355034,0.4444444444444444,0.48214285714285715
387,Malik Jackson,6.488476392856948,0.5277777777777778,0.4642857142857143
388,Steve McLendon,5.348608918436133,0.3888888888888889,0.42857142857142855
389,Devin Funchess,7.7160259806947495,0.7222222222222222,0.75
390,Derek Wolfe,6.400794279439962,0.5277777777777778,0.5357142857142857
391,Derek Carr,7.014569073358863,0.6388888888888888,0.6964285714285714
