gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,specialTeamsResult,kickerId,returnerId,kickBlockerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,passResult,kickLength,playResult,absoluteYardlineNumber
2018091000,1234,"(9:28) M.Prater 55 yard field goal is No Good, Short, Center-D.Muhlbach, Holder-S.Martin.",2,4,14,DET,Kick Attempt No Good,31446.0,,,NYJ,37,09:28:00,,,,7,10,,55.0,-8,47
2018091000,2009,"(:15) M.Prater 21 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",2,4,3,DET,Kick Attempt Good,31446.0,,,NYJ,3,00:15:00,,,,7,17,,21.0,0,13
2018091000,2825,"(5:19) J.Myers 32 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",3,4,6,NYJ,Kick Attempt Good,41175.0,,,DET,14,05:19:00,,,,17,38,,32.0,0,24
2018091000,3038,"(1:51) M.Prater 44 yard field goal is No Good, Wide Right, Center-D.Muhlbach, Holder-S.Martin.",3,4,7,DET,Kick Attempt No Good,31446.0,,,NYJ,26,01:51:00,,,,17,41,,44.0,-8,84
2018091001,1110,"(12:33) M.Nugent 24 yard field goal is GOOD, Center-L.Smith, Holder-J.Townsend.",2,4,6,OAK,Kick Attempt Good,29874.0,,,LA,6,12:33:00,,,,7,7,,24.0,0,16
2018091001,1331,"(9:30) G.Zuerlein 46 yard field goal is No Good, Wide Right, Center-J.McQuaide, Holder-J.Hekker.",2,4,16,LA,Kick Attempt No Good,38701.0,,,OAK,28,09:30:00,,,,10,7,,46.0,-8,82
2018091001,1746,"(2:43) G.Zuerlein 20 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",2,4,2,LA,Kick Attempt Good,38701.0,,,OAK,2,02:43:00,,,,10,7,,20.0,0,108
2018091001,2144,"(:15) M.Nugent 48 yard field goal is GOOD, Center-L.Smith, Holder-J.Townsend.",2,4,1,OAK,Kick Attempt Good,29874.0,,,LA,30,00:15:00,,,,10,10,,48.0,0,40
2018091001,2438,"(9:07) G.Zuerlein 28 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",3,4,8,LA,Kick Attempt Good,38701.0,,,OAK,10,09:07:00,,,,13,10,,28.0,0,20
2018091001,3870,"(3:18) G.Zuerlein 20 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",4,4,2,LA,Kick Attempt Good,38701.0,,,OAK,2,03:18:00,,,,13,23,,20.0,0,108
2018091300,3081,"(12:35) J.Tucker 55 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",3,4,7,BAL,Kick Attempt Good,39470.0,,,CIN,37,12:35:00,,,,28,14,,55.0,0,73
2018091300,4460,"(3:03) R.Bullock 28 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",4,4,4,CIN,Kick Attempt Good,38691.0,,,BAL,10,03:03:00,,,,28,23,,28.0,0,100
2018091300,4707,"(2:29) R.Bullock 40 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",4,4,3,CIN,Kick Attempt Good,38691.0,,,BAL,22,02:29:00,,,,31,23,,40.0,0,88
2018091600,460,"(5:46) M.Bryant 44 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",1,4,5,ATL,Kick Attempt Good,27091.0,,,CAR,26,05:46:00,,,,0,3,,44.0,0,84
2018091601,1993,"(:52) S.Hauschka 41 yard field goal is GOOD, Center-R.Ferguson, Holder-C.Bojorquez.",2,4,15,BUF,Kick Attempt Good,33469.0,,,LAC,23,00:52:00,,,,3,28,,41.0,0,33
2018091601,3804,"(3:52) C.Sturgis 24 yard field goal is GOOD, Center-M.Windt, Holder-D.Kaser.",4,4,5,LAC,Kick Attempt Good,40114.0,,,BUF,5,03:52:00,,,,13,28,,24.0,0,15
2018091602,1704,"(1:42) D.Carlson 48 yard field goal is No Good, Wide Right, Center-K.McDermott, Holder-M.Wile.",2,4,5,MIN,Kick Attempt No Good,46236.0,,,GB,30,01:42:00,,,,14,7,,48.0,-8,40
2018091602,1861,"(:02) M.Crosby 37 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",2,1,10,GB,Kick Attempt Good,32386.0,,,MIN,19,00:02:00,,,,14,7,,37.0,0,91
2018091602,2311,"(6:36) M.Crosby 40 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",3,4,14,GB,Kick Attempt Good,32386.0,,,MIN,22,06:36:00,,,,17,7,,40.0,0,88
2018091602,3066,"(7:38) M.Crosby 31 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",4,4,3,GB,Kick Attempt Good,32386.0,,,MIN,13,07:38:00,,,,20,14,,31.0,0,23
2018091602,3483,"(2:17) M.Crosby 48 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",4,4,6,GB,Kick Attempt Good,32386.0,,,MIN,30,02:17:00,,,,23,21,,48.0,0,40
2018091602,3648,"(1:49) M.Crosby 36 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott. Penalty on MIN-J.Johnson, Illegal Formation, declined.",4,4,15,GB,Kick Attempt Good,32386.0,,,MIN,18,01:49:00,ILF,MIN 94,0.0,26,21,,36.0,0,28
2018091602,4088,"(:03) M.Crosby 52 yard field goal is No Good, Wide Left, Center-H.Bradley, Holder-J.Scott.",4,2,7,GB,Kick Attempt No Good,32386.0,,,MIN,34,00:03:00,,,,29,29,,52.0,-8,44
2018091602,4317,"(7:36) D.Carlson 49 yard field goal is No Good, Wide Right, Center-K.McDermott, Holder-M.Wile.",5,4,9,MIN,Kick Attempt No Good,46236.0,,,GB,31,07:36:00,,,,29,29,,49.0,-8,41
2018091602,4709,"(:04) D.Carlson 35 yard field goal is No Good, Wide Right, Center-K.McDermott, Holder-M.Wile.",5,1,10,MIN,Kick Attempt No Good,46236.0,,,GB,17,00:04:00,,,,29,29,,35.0,-8,27
2018091603,755,"(2:52) W.Lutz 31 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",1,4,12,NO,Kick Attempt Good,43689.0,,,CLE,12,02:52:00,,,,0,3,,31.0,0,98
2018091603,1787,"(2:00) Z.Gonzalez 39 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",2,4,10,CLE,Kick Attempt Good,45037.0,,,NO,21,02:00:00,,,,3,3,,39.0,0,89
2018091603,2927,"(14:21) Z.Gonzalez 44 yard field goal is No Good, Wide Left, Center-C.Hughlett, Holder-B.Colquitt.",4,4,6,CLE,Kick Attempt No Good,45037.0,,,NO,26,14:21:00,,,,3,12,,44.0,-8,36
2018091603,4023,"(:26) W.Lutz 44 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",4,4,11,NO,Kick Attempt Good,43689.0,,,CLE,26,00:26:00,,,,18,18,,44.0,0,84
2018091603,4131,"(:08) Z.Gonzalez 52 yard field goal is No Good, Wide Right, Center-C.Hughlett, Holder-B.Colquitt.",4,1,10,CLE,Kick Attempt No Good,45037.0,,,NO,34,00:08:00,,,,21,18,,52.0,-8,44
2018091604,3196,"(10:11) J.Myers 55 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",4,4,22,NYJ,Kick Attempt Good,41175.0,,,MIA,37,10:11:00,,,,6,20,,55.0,0,47
2018091604,3565,"(6:00) J.Myers 41 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",4,4,10,NYJ,Kick Attempt Good,41175.0,,,MIA,23,06:00:00,,,,9,20,,41.0,0,33
2018091606,2205,"(:07) J.Elliott 42 yard field goal is No Good, Hit Right Upright, Center-R.Lovato, Holder-C.Johnston.",2,2,10,PHI,Kick Attempt No Good,44966.0,,,TB,24,00:07:00,,,,20,7,,42.0,-8,34
2018091607,597,"(5:16) (Field Goal formation) K.Fairbairn 54 yard field goal is No Good, Short, Center-J.Weeks, Holder-T.Daniel.",1,4,12,HOU,Kick Attempt No Good,43846.0,,,TEN,36,05:16:00,,,,7,0,,54.0,-8,46
2018091607,2668,"(2:44) (Field Goal formation) K.Fairbairn 34 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",3,4,16,HOU,Kick Attempt Good,43846.0,,,TEN,16,02:44:00,,,,14,7,,34.0,0,26
2018091607,3159,"(9:48) (Field Goal formation) R.Succop 42 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",4,4,6,TEN,Kick Attempt Good,34707.0,,,HOU,24,09:48:00,,,,14,17,,42.0,0,34
2018091607,3741,"(1:05) (Field Goal formation) R.Succop 31 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",4,4,1,TEN,Kick Attempt Good,34707.0,,,HOU,13,01:05:00,,,,17,17,,31.0,0,23
2018091608,1147,"(11:16) D.Hopkins 49 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",2,4,4,WAS,Kick Attempt Good,40125.0,,,IND,31,11:16:00,,,,0,7,,49.0,0,41
2018091608,2229,"(:05) D.Hopkins 49 yard field goal is No Good, Wide Left, Center-N.Sundberg, Holder-T.Way.",2,2,10,WAS,Kick Attempt No Good,40125.0,,,IND,31,00:05:00,,,,3,14,,49.0,-8,41
2018091608,2776,"(5:43) D.Hopkins 27 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",3,4,4,WAS,Kick Attempt Good,40125.0,,,IND,9,05:43:00,,,,3,14,,27.0,0,19
2018091608,3144,"(13:33) D.Hopkins 49 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",4,4,21,WAS,Kick Attempt Good,40125.0,,,IND,31,13:33:00,,,,6,14,,49.0,0,79
2018091609,1322,"(8:11) J.Hekker 20 yard field goal is GOOD, Center-J.McQuaide, Holder-C.Kupp.",2,4,2,LA,Kick Attempt Good,38815.0,,,ARI,2,08:11:00,,,,8,0,,20.0,0,108
2018091610,473,"(6:22) R.Gould 45 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",1,4,27,SF,Kick Attempt Good,30403.0,,,DET,27,06:22:00,,,,0,0,,45.0,0,37
2018091610,1610,"(5:00) R.Gould 42 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",2,4,18,SF,Kick Attempt Good,30403.0,,,DET,24,05:00:00,,,,10,7,,42.0,0,86
2018091610,2252,"(:06) M.Prater 27 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",2,4,2,DET,Kick Attempt Good,31446.0,,,SF,9,00:06:00,,,,13,7,,27.0,0,19
2018091610,2704,"(8:50) M.Prater 43 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",3,4,17,DET,Kick Attempt Good,31446.0,,,SF,25,08:50:00,,,,20,10,,43.0,0,85
2018091610,3534,"(11:25) R.Gould 36 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",4,4,10,SF,Kick Attempt Good,30403.0,,,DET,18,11:25:00,,,,27,13,,36.0,0,92
2018091611,280,"(9:36) M.Nugent 26 yard field goal is GOOD, Center-T.Sieg, Holder-J.Townsend.",1,4,7,OAK,Kick Attempt Good,29874.0,,,DEN,8,09:36:00,,,,0,0,,26.0,0,102
2018091611,1047,"(11:52) M.Nugent 46 yard field goal is GOOD, Center-T.Sieg, Holder-J.Townsend.",2,4,10,OAK,Kick Attempt Good,29874.0,,,DEN,28,11:52:00,,,,0,3,,46.0,0,38
2018091611,2727,"(2:47) B.McManus 39 yard field goal is GOOD, Center-C.Kreiter, Holder-M.King.",3,4,7,DEN,Kick Attempt Good,40276.0,,,OAK,21,02:47:00,,,,7,19,,39.0,0,31
2018091611,4030,"(:10) B.McManus 36 yard field goal is GOOD, Center-C.Kreiter, Holder-M.King.",4,1,10,DEN,Kick Attempt Good,40276.0,,,OAK,18,00:10:00,,,,17,19,,36.0,0,92
2018091612,219,"(11:49) S.Gostkowski 54 yard field goal is No Good, Wide Right, Center-J.Cardona, Holder-R.Allen.",1,4,7,NE,Kick Attempt No Good,30932.0,,,JAX,36,11:49:00,,,,0,0,,54.0,-8,46
2018091612,1549,"(2:49) S.Gostkowski 29 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",2,4,10,NE,Kick Attempt Good,30932.0,,,JAX,11,02:49:00,,,,14,0,,29.0,0,99
2018091612,2508,"(7:54) J.Lambo 28 yard field goal is GOOD, Center-C.Tinker, Holder-L.Cooke.",3,4,10,JAX,Kick Attempt Good,43068.0,,,NE,10,07:54:00,,,,21,3,,28.0,0,100
2018091612,3040,"(14:16) S.Gostkowski 46 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",4,4,6,NE,Kick Attempt Good,30932.0,,,JAX,28,14:16:00,,,,24,10,,46.0,0,82
2018091613,473,"(6:06) (Field Goal formation) B.Maher 37 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.",1,4,7,DAL,Kick Attempt Good,40775.0,,,NYG,19,06:06:00,,,,7,0,,37.0,0,29
2018091613,2116,"(10:47) (Field Goal formation) B.Maher 29 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.",3,4,6,DAL,Kick Attempt Good,40775.0,,,NYG,11,10:47:00,,,,10,0,,29.0,0,99
2018091613,2438,"(4:34) (Field Goal formation) A.Rosas 28 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",3,4,10,NYG,Kick Attempt Good,43937.0,,,DAL,10,04:34:00,,,,13,0,,28.0,0,20
2018091700,1854,"(1:11) C.Parkey 25 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",2,4,6,CHI,Kick Attempt Good,41688.0,,,SEA,7,01:11:00,,,,7,0,,25.0,0,103
2018091700,2113,"(:02) S.Janikowski 56 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",2,4,2,SEA,Kick Attempt Good,25326.0,,,CHI,38,00:02:00,,,,10,0,,56.0,0,48
2018092000,2037,"(:27) G.Joseph 45 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",2,4,2,CLE,Kick Attempt Good,46634.0,,,NYJ,27,00:27:00,,,,0,14,,45.0,0,37
2018092000,2798,"(5:24) (Field Goal formation) G.Joseph 27 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",3,4,8,CLE,Kick Attempt Good,46634.0,,,NYJ,8,05:24:00,,,,3,14,,27.0,0,102
2018092000,3508,"(8:58) J.Myers 28 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",4,4,3,NYJ,Kick Attempt Good,41175.0,,,CLE,10,08:58:00,,,,14,14,,28.0,0,100
2018092300,1308,"(9:43) W.Lutz 49 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead. Kick hit left upright and went through.",2,4,4,NO,Kick Attempt Good,43689.0,,,ATL,31,09:43:00,,,,7,7,,49.0,0,79
2018092300,1715,"(3:09) W.Lutz 21 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",2,4,3,NO,Kick Attempt Good,43689.0,,,ATL,3,03:09:00,,,,7,10,,21.0,0,107
2018092300,2159,"(:10) W.Lutz 45 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",2,1,10,NO,Kick Attempt Good,43689.0,,,ATL,27,00:10:00,,,,14,13,,45.0,0,83
2018092301,836,"(3:43) J.Tucker 52 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",1,4,1,BAL,Kick Attempt Good,39470.0,,,DEN,34,03:43:00,,,,7,14,,52.0,0,76
2018092301,1721,"(4:45) (Field Goal formation) J.Tucker 43 yard field goal is BLOCKED (J.Simmons), Center-M.Cox, Holder-S.Koch, RECOVERED by DEN-C.Harris at DEN 42. C.Harris for 58 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on DEN-D.Peko, Illegal Block Above the Waist, 10 yards, enforced at BAL 39.",2,4,7,BAL,Blocked Kick Attempt,39470.0,,43387.0,DEN,25,04:45:00,IBW,DEN 94,10.0,17,14,,,-26,35
2018092301,2352,"(:04) (Field Goal formation) J.Tucker 52 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",2,2,10,BAL,Kick Attempt Good,39470.0,,,DEN,34,00:04:00,,,,17,14,,52.0,0,44
2018092302,3292,"(7:19) R.Bullock 53 yard field goal is No Good, Wide Left, Center-C.Harris, Holder-K.Huber.",4,4,20,CIN,Kick Attempt No Good,38691.0,,,CAR,35,07:19:00,,,,28,21,,53.0,-8,75
2018092302,3722,"(1:16) G.Gano 40 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",4,4,7,CAR,Kick Attempt Good,35102.0,,,CIN,22,01:16:00,,,,28,21,,40.0,0,32
2018092303,340,"(10:13) K.Fairbairn 23 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",1,4,5,HOU,Kick Attempt Good,43846.0,,,NYG,5,10:13:00,,,,0,0,,23.0,0,105
2018092303,1060,"(11:53) A.Rosas 44 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",2,4,9,NYG,Kick Attempt Good,43937.0,,,HOU,26,11:53:00,,,,3,7,,44.0,0,84
2018092303,1467,"(4:38) A.Rosas 30 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",2,4,11,NYG,Kick Attempt Good,43937.0,,,HOU,12,04:38:00,,,,3,10,,30.0,0,98
2018092303,2001,"(:04) K.Fairbairn 28 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",2,3,10,HOU,Kick Attempt Good,43846.0,,,NYG,10,00:04:00,,,,3,20,,28.0,0,20
2018092303,2331,"(8:46) K.Fairbairn 54 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",3,4,4,HOU,Kick Attempt Good,43846.0,,,NYG,35,08:46:00,,,,6,20,,54.0,0,75
2018092304,1326,"(8:59) J.Lambo 46 yard field goal is GOOD, Center-C.Tinker, Holder-L.Cooke.",2,4,15,JAX,Kick Attempt Good,43068.0,,,TEN,28,08:59:00,,,,0,3,,46.0,0,82
2018092304,1996,"(:02) R.Succop 48 yard field goal is No Good, Wide Right, Center-B.Brinkley, Holder-B.Kern.",2,4,1,TEN,Kick Attempt No Good,34707.0,,,JAX,30,00:02:00,,,,3,3,,48.0,-8,40
2018092304,2328,"(10:05) (Field Goal formation) R.Succop 36 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",3,4,11,TEN,Kick Attempt Good,34707.0,,,JAX,18,10:05:00,,,,3,3,,36.0,0,28
2018092304,3131,"(11:31) J.Lambo 38 yard field goal is GOOD, Center-C.Tinker, Holder-L.Cooke.",4,4,5,JAX,Kick Attempt Good,43068.0,,,TEN,20,11:31:00,,,,3,6,,38.0,0,30
2018092304,3429,"(4:13) R.Succop 28 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",4,4,3,TEN,Kick Attempt Good,34707.0,,,JAX,10,04:13:00,,,,6,6,,28.0,0,100
