gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,specialTeamsResult,kickerId,kickBlockerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,passResult,playResult,absoluteYardlineNumber
2018090905,248,"S.Gostkowski extra point is GOOD, Center-J.Cardona, Holder-R.Allen.",1,0,0,NE,Kick Attempt Good,30932.0,,HOU,15,11:50:00,,,,6,0,,0,95
2018090905,1158,"S.Gostkowski extra point is GOOD, Center-J.Cardona, Holder-R.Allen.",2,0,0,NE,Kick Attempt Good,30932.0,,HOU,15,12:38:00,,,,13,3,,0,25
2018090905,2213,"S.Gostkowski extra point is GOOD, Center-J.Cardona, Holder-R.Allen.",2,0,0,NE,Kick Attempt Good,30932.0,,HOU,15,00:14:00,,,,20,6,,0,25
2018090905,3166,"K.Fairbairn extra point is GOOD, Center-J.Weeks, Holder-T.Daniel.",3,0,0,HOU,Kick Attempt Good,43846.0,,NE,15,01:52:00,,,,24,12,,0,25
2018090905,4073,"K.Fairbairn extra point is GOOD, Center-J.Weeks, Holder-T.Daniel.",4,0,0,HOU,Kick Attempt Good,43846.0,,NE,15,02:08:00,,,,27,19,,0,95
2018090906,240,"W.Lutz extra point is GOOD, Center-Z.Wood, Holder-T.Morstead.",1,0,0,NO,Kick Attempt Good,43689.0,,TB,15,11:41:00,,,,6,0,,0,25
2018090906,383,"C.Catanzaro extra point is GOOD, Center-G.Sanborn, Holder-B.Anger.",1,0,0,TB,Kick Attempt Good,41736.0,,NO,15,09:41:00,,,,7,6,,0,95
2018090906,830,"C.Catanzaro extra point is GOOD, Center-G.Sanborn, Holder-B.Anger.",1,0,0,TB,Kick Attempt Good,41736.0,,NO,15,01:58:00,,,,10,13,,0,95
2018090906,992,"W.Lutz extra point is GOOD, Center-Z.Wood, Holder-T.Morstead.",2,0,0,NO,Kick Attempt Good,43689.0,,TB,15,14:54:00,,,,16,14,,0,95
2018090906,1674,"C.Catanzaro extra point is GOOD, Center-G.Sanborn, Holder-B.Anger.",2,0,0,TB,Kick Attempt Good,41736.0,,NO,15,04:42:00,,,,17,23,,0,25
2018090906,1768,"C.Catanzaro extra point is GOOD, Center-G.Sanborn, Holder-B.Anger.",2,0,0,TB,Kick Attempt Good,41736.0,,NO,15,04:27:00,,,,17,30,,0,25
2018090906,2094,"W.Lutz extra point is GOOD, Center-Z.Wood, Holder-T.Morstead.",2,0,0,NO,Kick Attempt Good,43689.0,,TB,15,00:55:00,,,,23,31,,0,95
2018090906,3080,"C.Catanzaro extra point is GOOD, Center-G.Sanborn, Holder-B.Anger.",3,0,0,TB,Kick Attempt Good,41736.0,,NO,15,02:58:00,,,,24,40,,0,25
2018090906,3511,"C.Catanzaro extra point is GOOD, Center-G.Sanborn, Holder-B.Anger.",4,0,0,TB,Kick Attempt Good,41736.0,,NO,15,12:19:00,,,,24,47,,0,95
2018090907,1485,"J.Lambo extra point is GOOD, Center-C.Tinker, Holder-L.Cooke.",2,0,0,JAX,Kick Attempt Good,43068.0,,NYG,15,02:42:00,,,,3,12,,0,95
2018090907,3301,"J.Lambo extra point is GOOD, Center-C.Tinker, Holder-L.Cooke.",4,0,0,JAX,Kick Attempt Good,43068.0,,NYG,20,11:24:00,,,,9,19,,0,90
2018090909,1305,"D.Hopkins extra point is GOOD, Center-N.Sundberg, Holder-T.Way.",2,0,0,WAS,Kick Attempt Good,40125.0,,ARI,15,04:10:00,,,,0,13,,0,95
2018090909,1800,"D.Hopkins extra point is GOOD, Center-N.Sundberg, Holder-T.Way.",2,0,0,WAS,Kick Attempt Good,40125.0,,ARI,15,00:08:00,,,,0,20,,0,95
2018090910,1236,"G.Gano extra point is GOOD, Center-J.Jansen, Holder-M.Palardy.",2,0,0,CAR,Kick Attempt Good,35102.0,,DAL,15,08:50:00,,,,6,0,,0,95
2018090910,2976,(Kick formation) TWO-POINT CONVERSION ATTEMPT. M.Palardy rushes left end. ATTEMPT FAILS.,4,0,0,CAR,Non-Special Teams Result,,,DAL,15,14:12:00,,,,16,0,,0,25
2018090912,443,"C.Parkey extra point is GOOD, Center-P.Scales, Holder-P.O'Donnell.",1,0,0,CHI,Kick Attempt Good,41688.0,,GB,15,07:11:00,,,,0,6,,0,25
2018090912,1746,"C.Parkey extra point is GOOD, Center-P.Scales, Holder-P.O'Donnell.",2,0,0,CHI,Kick Attempt Good,41688.0,,GB,15,00:39:00,,,,0,16,,0,95
2018090912,2795,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",4,0,0,GB,Kick Attempt Good,32386.0,,CHI,15,13:59:00,,,,9,20,,0,95
2018090912,3050,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",4,0,0,GB,Kick Attempt Good,32386.0,,CHI,15,09:01:00,,,,16,20,,0,95
2018090912,3584,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",4,0,0,GB,Kick Attempt Good,32386.0,,CHI,15,02:13:00,,,,23,23,,0,95
2018091000,82,"M.Prater extra point is GOOD, Center-D.Muhlbach, Holder-S.Martin.",1,0,0,DET,Kick Attempt Good,31446.0,,NYJ,15,14:40:00,,,,6,0,,0,95
2018091000,657,"J.Myers extra point is GOOD, Center-T.Hennessy, Holder-L.Edwards.",1,0,0,NYJ,Kick Attempt Good,41175.0,,DET,15,04:20:00,,,,7,6,,0,25
2018091000,1692,"J.Myers extra point is GOOD, Center-T.Hennessy, Holder-L.Edwards.",2,0,0,NYJ,Kick Attempt Good,41175.0,,DET,15,01:51:00,,,,7,16,,0,95
2018091000,2221,"M.Prater extra point is GOOD, Center-D.Muhlbach, Holder-S.Martin.",3,0,0,DET,Kick Attempt Good,31446.0,,NYJ,15,13:10:00,,,,16,17,,0,95
2018091000,2422,"J.Myers extra point is GOOD, Center-T.Hennessy, Holder-L.Edwards.",3,0,0,NYJ,Kick Attempt Good,41175.0,,DET,15,09:36:00,,,,17,23,,0,25
2018091000,2517,"J.Myers extra point is GOOD, Center-T.Hennessy, Holder-L.Edwards.",3,0,0,NYJ,Kick Attempt Good,41175.0,,DET,15,08:07:00,,,,17,30,,0,25
2018091000,2651,"J.Myers extra point is GOOD, Center-T.Hennessy, Holder-L.Edwards.",3,0,0,NYJ,Kick Attempt Good,41175.0,,DET,15,07:00:00,,,,17,37,,0,25
2018091000,3096,"J.Myers extra point is GOOD, Center-T.Hennessy, Holder-L.Edwards.",3,0,0,NYJ,Kick Attempt Good,41175.0,,DET,15,00:54:00,,,,17,47,,0,25
2018091001,276,"M.Nugent extra point is GOOD, Center-A.DePaola, Holder-J.Townsend.",1,0,0,OAK,Kick Attempt Good,29874.0,,LA,15,10:23:00,,,,6,0,,0,95
2018091001,628,"G.Zuerlein extra point is GOOD, Center-J.McQuaide, Holder-J.Hekker.",1,0,0,LA,Kick Attempt Good,38701.0,,OAK,15,04:53:00,,,,7,6,,0,25
2018091001,2965,"G.Zuerlein extra point is GOOD, Center-J.McQuaide, Holder-J.Hekker.",3,0,0,LA,Kick Attempt Good,38701.0,,OAK,15,00:00:00,,,,13,19,,0,25
2018091001,4002,"G.Zuerlein extra point is GOOD, Center-J.McQuaide, Holder-J.Hekker.",4,0,0,LA,Kick Attempt Good,38701.0,,OAK,15,01:59:00,,,,13,32,,0,95
2018091300,549,"R.Bullock extra point is GOOD, Center-C.Harris, Holder-K.Huber.",1,0,0,CIN,Kick Attempt Good,38691.0,,BAL,15,10:35:00,,,,6,0,,0,25
2018091300,905,"R.Bullock extra point is GOOD, Center-C.Harris, Holder-K.Huber.",1,0,0,CIN,Kick Attempt Good,38691.0,,BAL,15,06:26:00,,,,13,0,,0,25
2018091300,1421,"R.Bullock extra point is GOOD, Center-C.Harris, Holder-K.Huber.",2,0,0,CIN,Kick Attempt Good,38691.0,,BAL,20,13:02:00,,,,20,0,,0,90
2018091300,1732,"J.Tucker extra point is GOOD, Center-M.Cox, Holder-S.Koch.",2,0,0,BAL,Kick Attempt Good,39470.0,,CIN,15,08:20:00,,,,21,6,,0,25
2018091300,2155,"R.Bullock extra point is GOOD, Center-C.Harris, Holder-K.Huber.",2,0,0,CIN,Kick Attempt Good,38691.0,,BAL,15,02:58:00,,,,27,7,,0,95
2018091300,2752,"J.Tucker extra point is GOOD, Center-M.Cox, Holder-S.Koch.",2,0,0,BAL,Kick Attempt Good,39470.0,,CIN,15,00:08:00,,,,28,13,,0,25
2018091600,1427,"M.Bryant extra point is GOOD, Center-J.Harris, Holder-M.Bosher.",2,0,0,ATL,Kick Attempt Good,27091.0,,CAR,15,04:03:00,,,,9,10,,0,25
2018091600,1875,"M.Bryant extra point is GOOD, Center-J.Harris, Holder-M.Bosher.",2,0,0,ATL,Kick Attempt Good,27091.0,,CAR,15,00:22:00,,,,16,10,,0,25
2018091600,2321,"M.Bryant extra point is GOOD, Center-J.Harris, Holder-M.Bosher.",3,0,0,ATL,Kick Attempt Good,27091.0,,CAR,15,09:23:00,,,,23,10,,0,25
2018091600,3074,"G.Gano extra point is GOOD, Center-J.Jansen, Holder-M.Palardy.",4,0,0,CAR,Kick Attempt Good,35102.0,,ATL,15,11:23:00,,,,24,16,,0,25
2018091600,3311,"M.Bryant extra point is GOOD, Center-J.Harris, Holder-M.Bosher.",4,0,0,ATL,Kick Attempt Good,27091.0,,CAR,15,07:17:00,,,,30,17,,0,95
2018091600,3682,"G.Gano extra point is GOOD, Center-J.Jansen, Holder-M.Palardy.",4,0,0,CAR,Kick Attempt Good,35102.0,,ATL,15,02:20:00,,,,31,23,,0,25
2018091601,315,"C.Sturgis extra point is GOOD, Center-M.Windt, Holder-D.Kaser.",1,0,0,LAC,Kick Attempt Good,40114.0,,BUF,15,09:26:00,,,,0,6,,0,25
2018091601,602,"C.Sturgis extra point is GOOD, Center-M.Windt, Holder-D.Kaser.",1,0,0,LAC,Kick Attempt Good,40114.0,,BUF,15,04:18:00,,,,0,13,,0,25
2018091601,1184,"C.Sturgis extra point is GOOD, Center-M.Windt, Holder-D.Kaser.",2,0,0,LAC,Kick Attempt Good,40114.0,,BUF,15,10:43:00,,,,3,20,,0,95
2018091601,1750,"C.Sturgis extra point is GOOD, Center-M.Windt, Holder-D.Kaser.",2,0,0,LAC,Kick Attempt Good,40114.0,,BUF,15,01:55:00,,,,3,27,,0,95
2018091601,2328,"S.Hauschka extra point is GOOD, Center-R.Ferguson, Holder-C.Bojorquez.",3,0,0,BUF,Kick Attempt Good,33469.0,,LAC,15,11:06:00,,,,12,28,,0,25
2018091601,4197,"S.Hauschka extra point is GOOD, Center-R.Ferguson, Holder-C.Bojorquez.",4,0,0,BUF,Kick Attempt Good,33469.0,,LAC,15,00:38:00,,,,19,31,,0,95
2018091602,388,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",1,0,0,GB,Kick Attempt Good,32386.0,,MIN,15,07:28:00,,,,6,0,,0,25
2018091602,605,"D.Carlson extra point is GOOD, Center-K.McDermott, Holder-M.Wile.",1,0,0,MIN,Kick Attempt Good,46236.0,,GB,15,03:04:00,,,,7,6,,0,95
2018091602,937,"M.Crosby extra point is GOOD, Center-H.Bradley, Holder-J.Scott.",2,0,0,GB,Kick Attempt Good,32386.0,,MIN,15,12:28:00,,,,13,7,,0,95
2018091602,2747,"D.Carlson extra point is GOOD, Center-K.McDermott, Holder-M.Wile.",4,0,0,MIN,Kick Attempt Good,46236.0,,GB,15,14:17:00,,,,20,13,,0,95
2018091602,3142,"D.Carlson extra point is GOOD, Center-K.McDermott, Holder-M.Wile.",4,0,0,MIN,Kick Attempt Good,46236.0,,GB,15,07:18:00,,,,23,20,,0,95
2018091603,2481,"Z.Gonzalez extra point is No Good, Wide Left, Center-C.Hughlett, Holder-B.Colquitt.",3,0,0,CLE,Kick Attempt No Good,45037.0,,NO,15,06:43:00,,,,3,12,,0,95
2018091603,3204,"W.Lutz extra point is GOOD, Center-Z.Wood, Holder-T.Morstead.",4,0,0,NO,Kick Attempt Good,43689.0,,CLE,15,08:41:00,,,,9,12,,0,95
2018091603,3849,"Z.Gonzalez extra point is No Good, Wide Left, Center-C.Hughlett, Holder-B.Colquitt.",4,0,0,CLE,Kick Attempt No Good,45037.0,,NO,15,01:16:00,,,,18,18,,0,25
2018091604,695,"J.Sanders extra point is GOOD, Center-J.Denney, Holder-M.Haack.",1,0,0,MIA,Kick Attempt Good,46298.0,,NYJ,15,01:12:00,,,,0,6,,0,25
2018091604,1453,"J.Sanders extra point is GOOD, Center-J.Denney, Holder-M.Haack.",2,0,0,MIA,Kick Attempt Good,46298.0,,NYJ,15,04:10:00,,,,0,13,,0,95
2018091604,1844,"J.Sanders extra point is No Good, Wide Right, Center-J.Denney, Holder-M.Haack.",2,0,0,MIA,Kick Attempt No Good,46298.0,,NYJ,15,00:42:00,,,,0,20,,0,95
2018091604,2252,"J.Myers extra point is No Good, Wide Left, Center-T.Hennessy, Holder-L.Edwards.",3,0,0,NYJ,Kick Attempt No Good,41175.0,,MIA,15,11:51:00,,,,6,20,,0,95
2018091605,257,"H.Butker extra point is GOOD, Center-J.Winchester, Holder-D.Colquitt.",1,0,0,KC,Kick Attempt Good,45046.0,,PIT,15,13:05:00,,,,0,6,,0,25
2018091605,546,"H.Butker extra point is GOOD, Center-J.Winchester, Holder-D.Colquitt.",1,0,0,KC,Kick Attempt Good,45046.0,,PIT,15,09:08:00,,,,0,13,,0,25
2018091605,1031,"H.Butker extra point is GOOD, Center-J.Winchester, Holder-D.Colquitt.",1,0,0,KC,Kick Attempt Good,45046.0,,PIT,15,02:24:00,,,,0,20,,0,25
2018091605,1317,"C.Boswell extra point is GOOD, Center-K.Canaday, Holder-J.Berry.",2,0,0,PIT,Kick Attempt Good,41953.0,,KC,15,14:20:00,,,,6,21,,0,25
2018091605,1774,"C.Boswell extra point is No Good, Wide Right, Center-K.Canaday, Holder-J.Berry.",2,0,0,PIT,Kick Attempt No Good,41953.0,,KC,15,06:27:00,,,,13,21,,0,25
2018091605,2573,"H.Butker extra point is GOOD, Center-J.Winchester, Holder-D.Colquitt.",3,0,0,KC,Kick Attempt Good,45046.0,,PIT,15,12:42:00,,,,21,27,,0,25
2018091605,2938,"C.Boswell extra point is GOOD, Center-K.Canaday, Holder-J.Berry.",3,0,0,PIT,Kick Attempt Good,41953.0,,KC,15,07:12:00,,,,27,28,,0,95
2018091605,3216,"H.Butker extra point is GOOD, Center-J.Winchester, Holder-D.Colquitt.",3,0,0,KC,Kick Attempt Good,45046.0,,PIT,15,03:15:00,,,,28,34,,0,25
2018091605,3585,"H.Butker extra point is GOOD, Center-J.Winchester, Holder-D.Colquitt.",4,0,0,KC,Kick Attempt Good,45046.0,,PIT,15,13:42:00,,,,28,41,,0,95
2018091605,4447,"C.Boswell extra point is GOOD, Center-K.Canaday, Holder-J.Berry.",4,0,0,PIT,Kick Attempt Good,41953.0,,KC,15,01:59:00,,,,36,42,,0,25
2018091606,71,"C.Catanzaro extra point is GOOD, Center-G.Sanborn, Holder-B.Anger.",1,0,0,TB,Kick Attempt Good,41736.0,,PHI,15,14:49:00,,,,6,0,,0,25
2018091606,1592,"J.Elliott extra point is GOOD, Center-R.Lovato, Holder-C.Johnston.",2,0,0,PHI,Kick Attempt Good,44966.0,,TB,15,04:51:00,,,,7,6,,0,25
2018091606,1660,"C.Catanzaro extra point is No Good, Wide Right, Center-G.Sanborn, Holder-B.Anger.",2,0,0,TB,Kick Attempt No Good,41736.0,,PHI,15,04:39:00,,,,13,7,,0,95
2018091606,1964,"C.Catanzaro extra point is GOOD, Center-G.Sanborn, Holder-B.Anger.",2,0,0,TB,Kick Attempt Good,41736.0,,PHI,15,00:42:00,,,,19,7,,0,95
2018091606,2549,"C.Catanzaro extra point is GOOD, Center-G.Sanborn, Holder-B.Anger.",3,0,0,TB,Kick Attempt Good,41736.0,,PHI,15,09:19:00,,,,26,7,,0,25
2018091606,3046,"J.Elliott extra point is GOOD, Center-R.Lovato, Holder-C.Johnston.",3,0,0,PHI,Kick Attempt Good,44966.0,,TB,15,00:09:00,,,,27,13,,0,95
2018091606,3773,"J.Elliott extra point is GOOD, Center-R.Lovato, Holder-C.Johnston.",4,0,0,PHI,Kick Attempt Good,44966.0,,TB,15,02:46:00,,,,27,20,,0,25
2018091607,843,"R.Succop extra point is GOOD, Center-B.Brinkley, Holder-B.Kern.",1,0,0,TEN,Kick Attempt Good,34707.0,,HOU,15,00:35:00,,,,13,0,,0,95
2018091607,1868,"K.Fairbairn extra point is GOOD, Center-J.Weeks, Holder-T.Daniel.",2,0,0,HOU,Kick Attempt Good,43846.0,,TEN,15,00:58:00,,,,14,6,,0,95
2018091607,2943,"K.Fairbairn extra point is GOOD, Center-J.Weeks, Holder-T.Daniel.",4,0,0,HOU,Kick Attempt Good,43846.0,,TEN,15,13:25:00,,,,14,16,,0,95
2018091608,329,"A.Vinatieri extra point is GOOD, Center-L.Rhodes, Holder-R.Sanchez.",1,0,0,IND,Kick Attempt Good,21213.0,,WAS,15,09:25:00,,,,0,6,,0,25
2018091608,1419,"A.Vinatieri extra point is GOOD, Center-L.Rhodes, Holder-R.Sanchez.",2,0,0,IND,Kick Attempt Good,21213.0,,WAS,15,06:51:00,,,,3,13,,0,95
2018091608,3494,"A.Vinatieri extra point is GOOD, Center-L.Rhodes, Holder-R.Sanchez.",4,0,0,IND,Kick Attempt Good,21213.0,,WAS,15,07:32:00,,,,9,20,,0,25
2018091610,698,"M.Prater extra point is GOOD, Center-D.Muhlbach, Holder-S.Martin.",1,0,0,DET,Kick Attempt Good,31446.0,,SF,15,02:45:00,,,,3,6,,0,95
2018091610,1187,"R.Gould extra point is GOOD, Center-K.Nelson, Holder-B.Pinion. PENALTY on DET-R.Jean Francois, Unnecessary Roughness, 15 yards, enforced between downs.",2,0,0,SF,Kick Attempt Good,30403.0,,DET,15,12:07:00,UNRd,DET 97,15.0,9,7,,0,95
2018091610,2451,"R.Gould extra point is GOOD, Center-K.Nelson, Holder-B.Pinion.",3,0,0,SF,Kick Attempt Good,30403.0,,DET,15,13:17:00,,,,19,10,,0,25
2018091610,3226,"R.Gould extra point is GOOD, Center-K.Nelson, Holder-B.Pinion.",3,0,0,SF,Kick Attempt Good,30403.0,,DET,15,00:52:00,,,,26,13,,0,25
2018091610,3766,"M.Prater extra point is GOOD, Center-D.Muhlbach, Holder-S.Martin.",4,0,0,DET,Kick Attempt Good,31446.0,,SF,15,08:36:00,,,,30,19,,0,25
2018091610,4294,"M.Prater extra point is GOOD, Center-D.Muhlbach, Holder-S.Martin.",4,0,0,DET,Kick Attempt Good,31446.0,,SF,15,03:27:00,,,,30,26,,0,25
2018091611,1690,"M.Nugent extra point is Blocked (S.Barrett), Center-T.Sieg, Holder-J.Townsend.",2,0,0,OAK,Blocked Kick Attempt,29874.0,41915.0,DEN,15,00:35:00,,,,0,12,,0,25
2018091611,2336,"M.Nugent extra point is GOOD, Center-T.Sieg, Holder-J.Townsend.",3,0,0,OAK,Kick Attempt Good,29874.0,,DEN,15,05:25:00,,,,7,18,,0,95
2018091611,2358,"B.McManus extra point is GOOD, Center-C.Kreiter, Holder-M.King.",3,0,0,DEN,Kick Attempt Good,40276.0,,OAK,15,09:06:00,,,,6,12,,0,25
2018091611,3373,"B.McManus extra point is GOOD, Center-C.Kreiter, Holder-M.King.",4,0,0,DEN,Kick Attempt Good,40276.0,,OAK,15,05:58:00,,,,16,19,,0,95
2018091612,466,"J.Lambo extra point is GOOD, Center-C.Tinker, Holder-L.Cooke.",1,0,0,JAX,Kick Attempt Good,43068.0,,NE,15,07:46:00,,,,6,0,,0,95
2018091612,784,"J.Lambo extra point is GOOD, Center-C.Tinker, Holder-L.Cooke.",1,0,0,JAX,Kick Attempt Good,43068.0,,NE,15,02:10:00,,,,13,0,,0,95
2018091612,1936,"J.Lambo extra point is GOOD, Center-C.Tinker, Holder-L.Cooke.",2,0,0,JAX,Kick Attempt Good,43068.0,,NE,15,00:09:00,,,,20,3,,0,25
2018091612,2774,"S.Gostkowski extra point is GOOD, Center-J.Cardona, Holder-R.Allen. PENALTY on JAX-M.Jackson, Unnecessary Roughness, 15 yards, enforced between downs.",3,0,0,NE,Kick Attempt Good,30932.0,,JAX,15,01:42:00,UNRd,JAX 97,15.0,24,9,,0,25
2018091612,3534,"J.Lambo extra point is GOOD, Center-C.Tinker, Holder-L.Cooke. PENALTY on NE-D.Wise, Leverage, 15 yards, enforced between downs.",4,0,0,JAX,Kick Attempt Good,43068.0,,NE,15,07:35:00,LEV,NE 91,15.0,30,13,,0,25
2018091612,3753,"S.Gostkowski extra point is GOOD, Center-J.Cardona, Holder-R.Allen. PENALTY on JAX-C.Campbell, Leverage, 15 yards, enforced between downs.",4,0,0,NE,Kick Attempt Good,30932.0,,JAX,15,03:40:00,LEV,JAX 93,15.0,31,19,,0,95
2018091613,121,"B.Maher extra point is GOOD, Center-L.Ladouceur, Holder-C.Jones.",1,0,0,DAL,Kick Attempt Good,40775.0,,NYG,15,13:26:00,,,,6,0,,0,25
2018091613,3070,"B.Maher extra point is GOOD, Center-L.Ladouceur, Holder-C.Jones.",4,0,0,DAL,Kick Attempt Good,40775.0,,NYG,15,05:45:00,,,,19,3,,0,25
2018091613,3448,"A.Rosas extra point is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",4,0,0,NYG,Kick Attempt Good,43937.0,,DAL,15,01:27:00,,,,20,9,,0,95
2018091700,597,"C.Parkey extra point is GOOD, Center-P.Scales, Holder-P.O'Donnell.",1,0,0,CHI,Kick Attempt Good,41688.0,,SEA,20,04:55:00,,,,6,0,,0,30
2018091700,3044,"C.Parkey extra point is GOOD, Center-P.Scales, Holder-P.O'Donnell.",4,0,0,CHI,Kick Attempt Good,41688.0,,SEA,15,14:15:00,,,,16,3,,0,95
2018091700,3355,"S.Janikowski extra point is GOOD, Center-T.Ott, Holder-M.Dickson. PENALTY on CHI-R.Robertson-Harris, Leverage, 15 yards, enforced between downs.",4,0,0,SEA,Kick Attempt Good,25326.0,,CHI,15,10:13:00,LEV,CHI 95,15.0,17,9,,0,25
2018091700,3659,"C.Parkey extra point is GOOD, Center-P.Scales, Holder-P.O'Donnell.",4,0,0,CHI,Kick Attempt Good,41688.0,,SEA,15,06:37:00,,,,23,10,,0,95
2018091700,4199,"S.Janikowski extra point is GOOD, Center-T.Ott, Holder-M.Dickson.",4,0,0,SEA,Kick Attempt Good,25326.0,,CHI,15,00:14:00,,,,24,16,,0,25
2018092000,968,"J.Myers extra point is GOOD, Center-T.Hennessy, Holder-L.Edwards.",2,0,0,NYJ,Kick Attempt Good,41175.0,,CLE,15,14:56:00,,,,0,6,,0,95
2018092000,1348,"J.Myers extra point is GOOD, Center-T.Hennessy, Holder-L.Edwards.",2,0,0,NYJ,Kick Attempt Good,41175.0,,CLE,15,07:54:00,,,,0,13,,0,95
2018092300,228,"W.Lutz extra point is GOOD, Center-Z.Wood, Holder-T.Morstead.",1,0,0,NO,Kick Attempt Good,43689.0,,ATL,15,11:45:00,,,,0,6,,0,25
